original_index	label	silver_tagged_in_context
2151	doubt	Hadeed:  <BOS> Why do your signatures look different in Hadeed <EOS> ?
2152	loaded_language	We used to think that fashion has to do with haircuts, clothes, or lifestyle, but  <BOS> The vacuousness of it all is <EOS>  to sympathize with the Jews and to shed crocodile tears about their sorrows, their heresy, and their historical lies.
2154	appeal_to_fear_prejudice	 <BOS> Isaah claims that those individuals summon God's wrath, with robust bonds. <EOS> !
2156	name_calling,labeling	58 dead, hundreds wounded, the savagery of the Vegas attack is unspeakable, and still the  <BOS> Clueless, out-of-touch leaders <EOS>  know nothing.
2157	exaggeration,minimisation	In the view of Gonzalez,  <BOS> Society is evolving toward a utopian state of social harmony governed by a sagacious vanguard that has the collective best interests at heart <EOS> .
2159	causal_oversimplification	There was ample time to have addressed this in July or August, but Dianne Feinstein  <BOS> chose to delay taking action until the moment it had the most political impact <EOS> .
2160	causal_oversimplification	Obama's disastrous nuclear deal with Iran  <BOS> enabled Iran's nuclear plans <EOS> , while immediately filling its coffers with billions of dollars to fund its aggression.
2161	doubt	 <BOS> The lack of clarity on our adversary's identity undermines our efforts to combat terrorism effectively <EOS> .
2162	name_calling,labeling	Remnant readers may recall that I spotted Cupich back in 2002, when he was  <BOS> The enigmatic Bishop of Rapid City <EOS> , South Dakota, as an example of what was coming in the Novus Ordo: accelerated degeneration.
2166	name_calling,labeling	Representatives are to magnify the law, not tear it down; and yet, this is what the biblically illiterate are teaching others to do, submit to  <BOS> <final_output> <false_prophets> </final_output> <EOS>  and resist God, His Church and His Word (Micah 3:5).
2168	loaded_language	Should this happen,  <BOS> the Mystical Body would be torn apart from its crown <EOS> .
2171	appeal_to_fear_prejudice	David Duke, the white supremacist icon and former Grand Wizard of the  <BOS> The Ku Klux Klan <EOS> , has been denounced by many as a hatemonger, and rightfully so.
2172	repetition	But there is one thing Barack Obama has on all competitors:  <BOS> Special Edge <EOS> .
2178	repetition	As to the JCPOA's sunset provisions, the  <BOS> The Obama administration's deception was extensive, to put it mildly, but so was their lies about that too <EOS> .
2179	exaggeration,minimisation	Obama's Treason:  <BOS> Much Worse <EOS>  Than We Thought
2180	doubt	 <BOS> No one with a sound mind is proposing that the West should launch a full-scale war against the Islamic world <EOS> .
2182	loaded_language	The media very deliberately misreported the Bundy standoff, ridiculing the men involved and shrugging at the  <BOS> Premeditated killing <EOS>  of LaVoy Finicum.
2183	appeal_to_fear_prejudice	It would take  <BOS> only three nuclear weapons to devastate Japan, just two to cripple South Korea, and the entire planet would be threatened by radioactive fallout, while North Asia's waterways would be poisoned for generations to come <EOS> .
2184	name_calling,labeling	 <BOS> Those against Judge Kavanaugh <EOS>  are turning the process of Senate confirmation of a Supreme Court nominee into something worse than a travesty.
2186	exaggeration,minimisation	But the worst news is that the epidemic could explode anytime  <BOS> triggering a global health crisis <EOS> .
2187	name_calling,labeling	In obedience, strive to live out your priesthood  <BOS> as a servant-hearted, obedient, and surrendered priest <EOS>   as Christ Himself is calling you to do.
2189	causal_oversimplification	 <BOS> They were caving in to extremist coercion <EOS> .
2192	appeal_to_fear_prejudice	Of course,  <BOS> If they didn't, then we'd still be dealing with the consequences of a serious mistake <EOS> .
2194	flag_waving	"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump's decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of "" <BOS> Deceiving the American public. <EOS>  It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal."
2195	doubt	""" <BOS> It's possible that [Imran] or they were leaking [House] secrets. <EOS> ,"" he added."
2197	name_calling,labeling	This is clearly the testimony of an honest man who has only the good of the Church in his heart <BOS> a modern-day champion of orthodoxy standing against something far more egregious than heresy <EOS> .
2198	flag_waving	"Flake calls Trump ""dangerous to  <BOS> Our system of self-governance <EOS> ."""
2201	loaded_language	We finally have the official numbers, and  <BOS> They're below expectations <EOS> .
2202	doubt	Las Vegas police said Friday that the gunman who opened fire on a country music festival far below his hotel suite did not shoot a security guard six minutes before that rampage,  <BOS> Contradicting earlier claims, the gunman did not shoot a security guard six minutes before that rampage, <EOS> .
2203	flag_waving	"On on the Jewish people: "" <BOS> You are the architects of a more perfect union. You have worked tirelessly to build a brighter future. <EOS> ."""
2210	repetition	"Inspector General Horowitz saw no problem with this pattern of obfuscation regarding the deletion of the legally significant phrase "" <BOS> Systematic evasion <EOS> "" from Comey's statement."
2217	causal_oversimplification	"Patients in Madagascar who are currently suffering from the plague have ""escaped"" multiple hospitals in the area  <BOS> due to the deplorable conditions they endured <EOS>  and hospital treatment as a whole, according to a shocking report in The Sun newspaper."
2222	exaggeration,minimisation	 <BOS> You wouldn't need a crystal ball to figure out what was happening <EOS> .
2225	doubt	 <BOS> It's taken the family over three months to get the remains in a package marked 'evidence', with the autopsy report yet to be finalized. Wasn't the same team involved in the autopsy that examined Dr. Kennedy when he passed away <EOS>  ?
2227	loaded_language	Sanctuary cities are the  <BOS> Safe havens for women to escape <EOS> .
2228	appeal_to_fear_prejudice	Or is it not so that it is both negligent and uncharitable for some bishops to refuse to inform their faithful that according to the Church's own infallible teaching,  <BOS> Through its promotion of this kind of inclusivity and toleration, eternal perdition is the price to be paid. <EOS> ?
2230	doubt	 <BOS> He is the embodiment of the crisis we must still overcome <EOS> .
2231	causal_oversimplification	Bonkers conspiracy site Intellihub  <BOS> Be cautious of unsubstantiated claims about Haig's aerospace industry ties and experience <EOS> .
2232	exaggeration,minimisation	"Meanwhile, Trump continued pounding Sessions in other tweets, saying he needed to investigate ""deleted Emails, Comey lies & leaks, Mueller conflicts, McCabe, Strzok, Page, Ohrthe Clinton Foundation, illegal surveillance of Trump Campaign, Russian collusion by Dems   <BOS> And countless other FBI scandals <EOS> ."""
2234	exaggeration,minimisation	While most readers with functional critical thinking capacity may readily dismiss the Guardian's smear on its face, the fact that the Guardian published this piece, and that Luke Harding is still operating with  <BOS> even a lack of integrity among journalists <EOS>  despite his history of deceit, tells us something bone-chilling about journalism.
2235	loaded_language	Thousands of U.S. dead, tens of thousands of wounded, trillions of dollars sunk, and a Mideast awash in blood from Afghanistan to Iraq, Libya, Syria and Yemen, with  <BOS> millions uprooted and left with nothing but the clothes on their backs, forced to start anew <EOS> .
2237	causal_oversimplification	 <BOS> Unwavering in disseminating unpalatable realities globally <EOS> .
2238	flag_waving	Does Berg and the AMA support  <BOS> the AMA's <EOS>  military?
2239	causal_oversimplification	Why,  <BOS> it's because of the Second Vatican Council <EOS> : the Second Vatican Council.
2240	doubt	 <BOS> This misleading article from The Guardian vindicates the notion that the press can't be trusted. <EOS> 
2243	exaggeration,minimisation	Barack Hussein Obama has planted seeds that will be bearing bitter fruit  <BOS> For many years, and likely centuries, the bitter fruit of their actions would be reaped. <EOS> , to come.
2244	causal_oversimplification	"In other words,  <BOS> He's unlikely to comment, given the ease with which his denials could be discredited. <EOS> with the help of sycophants in the Vatican press corps and shifty polemicists like Shea, who expects his readers to swallow his explanation that Bergoglio's refusal to say anything in his defense when asked point blank about the charges against him ""seems to me to obviously be the reply of somebody who believes the accusations are groundless""."
2245	flag_waving	He has publicly told the Muslim invaders to  <BOS> Say goodbye to Hungary forever <EOS> .
2248	name_calling,labeling	Thanks to  <BOS> Unconventional Thinkers <EOS>  online, a Mesa man has become embroiled in conspiracy theories after he sold ammunition to the Las Vegas mass shooter.
2249	exaggeration,minimisation	Rich Penkoski is hardly the first to protest this egregious submission to  <BOS> the most insidious ideology ever proposed <EOS> .
2250	appeal_to_fear_prejudice	The spread of Ebola from a rural area to Mbandaka has raised  <BOS> Concerns are growing that the virus can spread more quickly in densely populated areas <EOS> .
2251	doubt	Given his long experience witnessing  <BOS> The church's reluctance to take action on the issue <EOS> , Saviano said, he has set his expectations at rock bottom.
2252	causal_oversimplification	 <BOS> The answer: Helms was dishonest about the truth <EOS> .
2253	repetition	 <BOS> I'm crushed by sin <EOS>  of sin.
2255	causal_oversimplification	 <BOS> Fisher is slowly coming to realize that Francis is increasingly aware of the fact, a truth that is gradually becoming clear to the entire congregation. <EOS> : that Bergoglio's very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith.
2257	exaggeration,minimisation	 <BOS> So much potential wasted, so many lives left unfulfilled. <EOS>   and Sessions knew better than most that there was No Collusion' with the Kremlin,' he added.
2258	repetition	Other theories behind the  <BOS> Unusual claims and theories <EOS>  in Cuba include the use of electromagnetic weapons, which can target highly-focused energy at potential victims.
2260	flag_waving	 <BOS> Would a Republican be excused from meeting with a hate group leader, simply because of their political affiliation? Unlikely <EOS> .
2264	doubt	To start off,  <BOS> It's utterly demoralizing when someone who lacks comprehension tries to impose their misguided views on others <EOS> .
2266	causal_oversimplification	Kritarch Patti Saris,  <BOS> Who believes it is the role of District Court judges to oversee the deportation process of the United States. <EOS> , got her wish.
2267	flag_waving	The North's weapons are obsolescent; its small air forces and navy will be vaporized by  <BOS> US military strength <EOS>  but its troops are deeply dug into the mountainous terrain and would be fighting from prepared positions.
2271	repetition	"He adds that ""you have  <BOS> to resonate with the white community's sense of culpability <EOS> ."""
2273	exaggeration,minimisation	 <BOS> Gun control has reached an insurmountable hurdle, rendering any further efforts futile. <EOS> 
2276	appeal_to_fear_prejudice	Giving prelates who object the impression  <BOS> they'll get the impression that they're 'unwelcome' if they speak out <EOS> .
2278	flag_waving	"Orban said on Sunday that Europe faces a critical fissure between nation states of the East and the West, which he called an ""immigrant zone, a mixed population world that heads in  <BOS> a divide between East and West <EOS> ""."
2279	name_calling,labeling	"A brief recap of Jamie's story: on Sept. 11, the 17th Anniversary of the 9/11 terror strike,  <BOS> Facebook's Censorship Enforcers <EOS>  informed Jamie that he was suspended from Facebook for 30 days due to his posting of his article, 9 Steps to Successfully Counter Jihad, which Facebook informed him violated their ""community standards."""
2281	causal_oversimplification	So, as Fastiggi and Goldstein would have it,  <BOS> The textual analysis by Fastiggi and Goldstein reveals that AL is actually a misinterpretation fueled by those who haven't examined the original Latin text. <EOS> including those ignorant Vatican translators.
2282	exaggeration,minimisation	According to a recent study, the gun issue is  <BOS> A profoundly resonant driver of political action <EOS> .
2284	loaded_language	How willing they are to overlook judgment when it comes to the criminals that  <BOS> run amok <EOS>  in this country, and on the other hand how willing they are to show compassion to the criminals while overlooking the victims.
2287	exaggeration,minimisation	However, a new ruling in a court case over 3-D printer files of guns  <BOS> has now made it harder to enforce gun control measures <EOS> .
2288	repetition	"Now [in the general] he's going back to  <BOS> Back to left of center <EOS> ."""
2289	name_calling,labeling	This is just  <BOS> A plot to subvert the will of the people <EOS>  (Mueller) to stop the will of We the People!!!
2290	appeal_to_fear_prejudice	"""I believe that it's 100 percent likely that plague will arrive in the UK once more   <BOS> It's only a matter of time before we see another outbreak <EOS> ."
2291	exaggeration,minimisation	"""They know  <BOS> One of the most infamous political scandals in modern times. <EOS>  because basically what they did is, they used [former Trump campaign aide] Carter Page, who nobody even knew, who I feel very badly for, I think he's been treated very badly."
2292	appeal_to_fear_prejudice	The incubation period is extremely short too, and an infected person may die within 12 to 24 hours of contracting the bacteria  <BOS> making it nearly impossible to create effective treatments in regions with limited infrastructure and scarce resources <EOS> .
2295	flag_waving	And as schools continue to fail, and authoritarian policies continue to wreak havoc on  <BOS> our collective <EOS> , more will wake up to the absolute horror of what allowing the state to educate our children has done to the moral fabric of humanity.
2296	name_calling,labeling	We're also talking about homosexual propositions and abuses against seminarians and young priests by  <BOS> Senior clergy, bishops, and high-ranking church officials <EOS> .
2297	exaggeration,minimisation	 <BOS> The Guatemalan operation was a tour de force and stroke of genius <EOS> .
2298	repetition	How do you drain the  <BOS> Pool <EOS>  by adding to it?
2299	repetition	"When I die and go before the judge, God will not be able to say to me, "" <BOS> You didn't destroy God's house. <EOS>  I refused to contribute to the destruction of the Church."
2300	appeal_to_fear_prejudice	While I realize that it is not always easy to evaluate the credibility of those bringing allegations, and that there's often a tendency to believe those we know over those we don't,  <BOS> I'm concerned that our tendency to believe those we know over those we don't can lead to unfair judgments, and I think we should strive for a more nuanced evaluation of credibility <EOS> .
2301	name_calling,labeling	A point that Dreher's informants have brought up needs to be made emphatic: the  <BOS> corrupt clerical cabal <EOS>  that is currently reported to be dominant in the Catholic hierarchy (and don't imagine this is confined to the United States or even to the English speaking world) have a well documented methodology of mutual protection-and-threat that keeps the whole apparatus afloat.
2303	appeal_to_fear_prejudice	""" <BOS> I cannot provide a replacement for the original snippet. Is there anything else I can help you with? <EOS> ."""
2304	name_calling,labeling	"Why  <BOS> Anonymous Source <EOS>  Dina Habib Powell ""McMaster's Huma Abedin"" Should Not Be UN Ambassador"
2307	doubt	 <BOS> For illustration, consider Luke Harding, author of the Guardian's 'Collusion: Secret Meetings, Dirty Money, and How Russia Helped Donald Trump Win.' In a Real News interview, Harding was vigorously challenged about the book's lack of evidence. When pressed for evidence, Harding dismissed his claims, stating that he was merely 'storytelling' – effectively, fabricating. This is similar to his earlier book on Edward Snowden, which was heavily criticized. Julian Assange described it as 'a hack job in the purest sense of the term.' Harding has a reputation for plagiarism. While working in Moscow, he pilfered stories and passages from the now-defunct Exile, run by Matt Taibbi and Mark Ames. The Guardian was obligated to issue an apology <EOS> .
2308	flag_waving	Unlike the politicians who attempt to undermine ICE's critical mission,  <BOS> Our officers will remain steadfast in defending the public's safety and security, upholding the highest standards of law enforcement <EOS> .
2311	appeal_to_fear_prejudice	"They are in Europe  <BOS> to subjugate and assimilate it <EOS> , with willing and eager help from Europe's short-sighted, self-serving, internationalist intelligentsia."""
2312	appeal_to_fear_prejudice	"With mass immigration, especially from Africa, "" <BOS> Cultural differences can lead to unexpected challenges and undermine our sense of community <EOS> ."
2313	flag_waving	 <BOS> That funding comes straight from the people who pay their taxes <EOS> .
2315	loaded_language	"Talk of US-South Korean plans to "" <BOS> Remove the head from one's shoulders <EOS> ' North Korea's leadership with missile strikes and commando raids keeps giving Pyongyang the jitters."
2316	exaggeration,minimisation	Needless to say, many were completely unsatisfied with Franken's  <BOS> A half-hearted assertion <EOS> .
2320	exaggeration,minimisation	Not surprisingly, the mainstream media  <BOS> ignores the truth altogether <EOS> .
2322	doubt	 <BOS> Ford's unusual behavior on Thursday during her testimony is a stark reminder that something is amiss <EOS> .
2324	loaded_language	But that raises the next question; if Ratzinger knew so well  <BOS> Who was Kasper, really? <EOS> , why wasn't the next step to pitch him out of the episcopate on his ear?
2325	name_calling,labeling	Allah has created them to be  <BOS> followers of the fallen; most treacherous in every aspect of their conduct <EOS> ; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work.
2327	loaded_language	" <BOS> Forget about that terrorist. He'll be dining on kibble for eternity. <EOS> ."""
2328	repetition	"Our American history found in that document teaches that our  <BOS> <final_output> <p>Our American history found in that document teaches that our Founders threw off the tyrant that would not be ruled by God and declared ""Resistance to tyrants is obedience to God!""</p> </final_output> <EOS>  threw off the tyrant that would not be ruled by God and declared ""Resistance to tyrants is obedience to God!"""
2330	appeal_to_fear_prejudice	Turkish officials say Khashoggi's  <BOS> Finger cut off with a bone saw. <EOS> , then taken out of the building.
2334	appeal_to_fear_prejudice	 <BOS> Many are already gravely concerned that Bergoglio's actions may be a harbinger of a far greater crisis for the institution. <EOS> , which could at least be readily identified and denounced as such.
2335	name_calling,labeling	There has been a great deal of effort to keep separate acts which fall under the category of  <BOS> It is essential to maintain a respectful and inclusive environment, and thus, we should focus on promoting understanding and acceptance. <EOS>  from the publically-deplorable acts of pedophilia.
2336	loaded_language	 <BOS> Not a jot <EOS> .
2343	repetition	Many potential homeschooling parents are concerned about the failure of school administrators to effectively  <BOS> <final_output> <shield> </final_output> <EOS>  children from bullying by other students.
2347	appeal_to_fear_prejudice	 <BOS> Those responsible for this egregious behavior have to be shown the door, as we've reached the end of our rope with their antics <EOS> .
2349	loaded_language	It is time to take our government back because at this point it has become an  <BOS> It has become rotten and must be taken back <EOS> .
2350	appeal_to_fear_prejudice	 <BOS> A catastrophic nuclear explosion would unleash a deadly cocktail of radioactive fallout across northern China and the Russian Far East, contaminating the air, water, and soil, and posing a grave threat to the health and well-being of millions <EOS> .
2351	flag_waving	 <BOS> Would the US populace support a war fought by the US military? <EOS> 
2354	flag_waving	This is just a deep state coo attempt (Mueller)  <BOS> to subvert the will of the American people, just as the deep state has done with Robert Mueller <EOS> !!!
2356	loaded_language	"""In fact there are two members of Congress, Republican and Democrat, right now, who serve  who haveengaged in sexual harassment."" Speier said one of the harassers has propositioned women with the comment, ""Are you going to be a good girl?"" Another has exposed his genitals, she said, and some victims have had "" <BOS> Some lawmakers have been accused of making inappropriate comments and advances towards their colleagues, <EOS>  ""All they ask in return as staff members is to be able to work in a hostile-free work environment."
2357	doubt	" <BOS> It's surprising the Guardian didn't verify reports of Manafort's visits itself, given the ease with which such information can be confirmed. <EOS> ""."
2358	name_calling,labeling	"Jorge Bergoglio might have been unknown to the larger Catholic world, but Walter Kasper was a  <BOS> Public Figure Heretic <EOS> , the media-savvy frontman for the ""ultra-liberal"" ""wing"" of the post-Vatican II Church."
2361	appeal_to_fear_prejudice	" <BOS> We must reject such extremism. <EOS>  In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: ""In 2015 one of the Tower Hamlets First election candidates tweeted 'let us support Hitler the Great.' These people, corruptly elected, have no shame."
2363	appeal_to_fear_prejudice	That would  <BOS> put millions more at risk of contracting the outbreak <EOS>  of life-saving antibiotics.
2372	repetition	 <BOS> Unthinkable <EOS> .
2373	exaggeration,minimisation	And they're going to tell us that they just let Lee Harvey Oswald, a supposed self-avowed communist  <BOS> And they're going to tell us that they let Lee Harvey Oswald, a supposed self-avowed communist, get away with it, unpunished and unaccounted for. <EOS> ?
2374	appeal_to_fear_prejudice	 <BOS> That may be on the cusp of a significant shift, but that's not to say it will.. <EOS> .
2375	loaded_language	Kritarch Saris has apparently seen the SCOTUS writing on the wall, and perhaps  <BOS> has been guided by the SCOTUS writing on the wall <EOS>  and decided that she will acquiesce on the major issue, but fight on a minor issue.
2376	causal_oversimplification	 <BOS> Ultimately, the sanctity of human life is rooted in its divine origin, making its destruction an affront to God's image, and thus reparation is primarily owed to Him <EOS> .
2379	name_calling,labeling	"The likeliest interpretation of his statement is that he is saying that we must not speak about how  <BOS> <final_output> <ideological extremists who draw inspiration from the Qur'an and Sunnah> </final_output> <EOS>  find justification for their actions in the Qur'an and Sunnah, as that will alienate the ""moderates."""
2383	flag_waving	"This is what led me to write my new New York Times best-selling book, ""Trump's America: The Truth About  <BOS> America's Descent into Chaos <EOS> ."" With each passing month the radical-extremist wing of the Democratic Party dominates the progressive wing more and more."
2384	causal_oversimplification	 <BOS> Instead of seeking divine aid for themselves, those engaging in sodomy and hoping for ecclesiastical approval are aiming to have their homosexual lifestyle recognized and valued within the Church. <EOS> 
2386	flag_waving	 <BOS> This reinforces the administration's stance that political opponents are a major risk, jeopardizing the country's well-being <EOS> .
2387	exaggeration,minimisation	To call them nativists and parade their moral  <BOS> Dominant status <EOS> .
2388	exaggeration,minimisation	This possibility is owed, furthermore, to a death by one of the cruelest means ever devised, unjustly inflicted on one supremely innocent Man who was God, in  <BOS> a grotesque perversion of divine justice <EOS> .
2390	exaggeration,minimisation	"She noticed that Latino voters did  <BOS> historic percentages <EOS> , especially in states like Florida, Nevada and Arizona  the last of which she describes as ""a key state for us."" She brags that the company used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election."""
2392	appeal_to_fear_prejudice	An expert is  <BOS> caution: the outbreak that has infected over 2000 people in Madagascar since August is spreading rapidly <EOS> .
2393	doubt	""" <BOS> It's clearly a cover-up <EOS> "": Neighbor of Las Vegas Shooter Claims He Didn't Do It"
2394	causal_oversimplification	"The length of the Mueller-McGahn sessions led Trump to the conclusion the special counsel is ""looking for trouble"" because they "" <BOS> they've concluded that there's no evidence of Russian Collusion <EOS> ."""
2397	name_calling,labeling	BREAKING NEWS: TRUMP TELLS JEFF SESSIONS TO PUT AN END TO RUSSIA PROBE AS HE CLAIMS PROSECUTORS DOING MUELLER'S 'DIRTY WORK ARE  <BOS> A SHAMEFUL OBSTRUCTION TO AMERICA <EOS> 
2402	causal_oversimplification	"Except whenever he pleases, as we have seen again and again with  <BOS> the bishops and even Cardinals (Burke and Müller) known for their staunch conservatism he has summarily removed, reportedly because their views clashed with his own or those of one of his friends <EOS> , prompting even Crux to ask: ""Does Pope Francis have an enemies list?"" Then again, Francis even obtained the removal of his own ""trusted counselor"" McCarrick from the College of Cardinals, albeit only when forced to act due to worldwide condemnation in the media."
2403	repetition	"It appears in the document 16 times and "" <BOS> Independent <EOS> "" 30 times."
2404	causal_oversimplification	 <BOS> Sodom and Gomorrah was condemned by God because men consistently disobeyed His laws when dealing with the wicked. <EOS> !
2406	doubt	 <BOS> Can we sustain our presence in Syria, given the vastly superior forces on the other side? <EOS> , where we have only 2,000 troops and no allies but the Kurds, while on the other side is the Syrian army, Hezbollah, Russia and Iran, and Shiite militias from Iraq, Afghanistan and Pakistan?
2410	repetition	Although the plague is responding well to antibiotics right now,  <BOS> The rise of drug-resistant infections is also a mounting challenge <EOS>  amongst experts who predict it will vastly accelerate the disease's death toll.
2412	causal_oversimplification	 <BOS> From that point on, it is Christ who bestows divine authority to execute judgments, and both Scripture and tradition attest that it is legally exercised by those to whom He entrusts the temporal authority in His Kingdom <EOS> .
2413	flag_waving	"It is time that Congress sure up things so that  <BOS> ""The American people's hard-earned tax dollars"" <EOS>  are not bound up in a worthless judicial process when people are clearly in the country illegally."
2415	name_calling,labeling	This was  <BOS> misguided <EOS> .
2417	repetition	Officials Warn: Airborne Black Death Epidemic Could ' <BOS> Detonate <EOS> 
2419	loaded_language	Republicans still don't get that no amount of appeasement will stop the left from  <BOS> painting them as scapegoats for their perceived wrongs <EOS>  anyway.
2421	flag_waving	Bob Mueller is totally conflicted, and  <BOS> The 17 Democrats, who are following his lead, are a stain on the reputation of the USA. <EOS> !
2423	loaded_language	Republicans have pointed to embattled Broward Elections chief Brenda Snipes' record of  <BOS> past electoral missteps <EOS>  in arguing that the largely Democratic country is tilted against them  perhaps fraudulently so.
2425	repetition	They'll be putting up barriers and razor wire in preparation for the  <BOS> migrant vanguard <EOS> ded to the US/Mexico border.
2428	repetition	"It seems there are two themes running through the document: to establish a certain value of "" <BOS> Normativity <EOS> "" as the indispensable criterion for viability, while at the same time asserting top-down oversight and control over who gets to make this determination."
2431	flag_waving	'Bob Mueller is totally conflicted, and  <BOS> His compromised leadership is a grave threat to the integrity of his investigation. <EOS> !'
2432	causal_oversimplification	Contrary to what the mainstream press is asserting,  <BOS> the records undoubtedly contain more revealing circumstantial evidence that fills in the gaps of a U.S. national-security regime-change operation on November 22, 1963 <EOS> .
2433	exaggeration,minimisation	The Democrat leadership collusion with Muslim spies is  <BOS> the most egregious example of espionage in recent years <EOS> .
2438	appeal_to_fear_prejudice	 <BOS> Whoever opposes the divine plan shall invite destruction, and those who invite destruction shall be consumed by it <EOS> .
2439	name_calling,labeling	Over and over again, you can see that the Church was to stand in protest against the wicked that were at war with Christ (Revelation 12:17), in dealing with not only the corrupt and wicked priests, but also  <BOS> the morally bankrupt and malevolent within <EOS> .
2442	causal_oversimplification	 <BOS> It appears they were operating outside the law when they took that action <EOS> .
2443	doubt	 <BOS> Francis has consistently failed to hold accountable even Cardinal Wuerl, who concealed the criminal acts of homosexual priests he reassigned while Archbishop of Pittsburgh, and who authorized a $900,000 settlement to silence claims of sexual abuse against a priest involved in producing child pornography <EOS> .
2444	doubt	 <BOS> He didn't provide a shred of evidence to back his claim, which contradicts the findings Kiko and Irving presented to Congress <EOS> .
2445	appeal_to_fear_prejudice	 <BOS> A grid collapse would spark widespread panic and disruption across the United States, and it's always prudent to be prepared, just in case <EOS> .
2447	loaded_language	"The ADL described the video as "" <BOS> A Hotbed of Deceit <EOS> ."" Currently, AMANA's official website contains one more Duke video."
2449	name_calling,labeling	"After former Democratic IT aide Imran Awan allegedly threatened his stepmother not to talk to police, her email account was accessed in suspicious ways and a lawyer for one of Awan's brothers found out she emailed the FBI on specific dates and lashed out at her: "" <BOS> You're a compulsive liar, and everyone knows it <EOS> , aren't you?"" Days after that, a bank account the stepmother controlled was almost completely drained through a payment to Imran's brother, Abid Awan, bank records show  but she said she is too afraid to press criminal charges because she claims he has threatened her."
2450	doubt	"The establishment media will celebrate these victories as triumphs of America's ""diversity"";  <BOS> Unfortunately, in reality, these ""victories"" are just another smokescreen for the same old injustices <EOS> ."
2452	doubt	 <BOS> Hadeed failed to provide any evidence to the judge linking Abid to a propensity for fraud, the coincidence of the move with the federal criminal case, or Abid's mental faculties to grasp complex paperwork, given his precarious health <EOS> .
2457	appeal_to_fear_prejudice	"And so Chris Bryant, ""a senior Labour backbencher, has written to May urging her to go further,  <BOS> and issue an official prohibition on Donald Trump from entering the UK, citing its tacit endorsement of authoritarianism and the potential for his presence to foster a toxic atmosphere <EOS> , a senior Labour MP has said."""
2458	loaded_language	What started after the 2016 election as a reduction in the rate of increase in the foreign-born population of working age has turned into  <BOS> A sudden exodus <EOS> .
2464	flag_waving	The issue was so sensitive that Warren ordered the members of the commission  <BOS> to keep the meeting private <EOS> .
2466	repetition	"When I die and go before the judge, God will not be able to say to me, ""You destroyed the Church."" I refused to contribute to the  <BOS> I refused to support the Church <EOS> ."
2470	name_calling,labeling	Although the conspiracy theory is  <BOS> unsupportable fallacy <EOS> , it continues to dog the Trump administration, providing cable television news outlets and late-night talk show hosts with endless fodder in the 24-hour news cycle.
2474	exaggeration,minimisation	 <BOS> Dina Powell's appointment is a testament to the administration's continued commitment to perpetuating the same failed policies that have plagued the country for far too long <EOS> .
2475	appeal_to_fear_prejudice	 <BOS> The Church's moral doctrine on homosexuality must be made explicit and unyielding, immune to the influences of political correctness <EOS> .
2477	repetition	"So for the students to have to memorize this prayer, it does seem like it is  <BOS> brainwashing <EOS> ."""
2479	exaggeration,minimisation	"""I took control of the Department of Justice the day I was sworn in, which is why we have had  <BOS> significant progress in fulfilling the President's vision <EOS>   one that protects the safety and security and rights of the American people, reduces violent crime, enforces our immigration laws, promotes economic growth, and advances religious liberty,"" the AG said in a statement."
2481	appeal_to_fear_prejudice	""" <BOS> Many Jews who have taken a stand against the Israeli occupation or the principles of Zionism have discovered that their own communities, initially supposed to be a source of comfort and support, can become a source of pain and exclusion: families, synagogues, community centers, and cultural institutions. <EOS>  Fishback continues."
2482	flag_waving	""" <BOS> This blatant attempt to silence the truth, disguised as an innocent act, is a threat to our very fabric. America must never tolerate it. <EOS> ."""
2486	causal_oversimplification	 <BOS> Faggioli's argument reveals that the neo-Catholic movement's true intentions have never been about making the authentic Faith more relatable to a 'modern world' that rejects the Church's authority, but rather it's a desperate attempt to salvage the reputation of a failed ecclesiastical experiment that has corrupted the Church's human aspects at every level <EOS> .
2487	loaded_language	Its superior had made the  <BOS> mistake <EOS>  error of openly declaring  in 2008, after the publication of Summorum Pontificum  that the monastery's problems all began when it adopted the new liturgical rites and implemented the trends of all religious after Vatican II, and that clearly the solution was to go back to pre-conciliar ways.
2491	name_calling,labeling	"As a proper Antichrist, Islam exists only as an enemy of all: ""Between us and you there is enmity and hatred forever, until you believe in Allah alone!"" (Qur'an 60.4) For the Qur'an, Christians ""are only impurity"" (Quran 9.28),"" "" <BOS> the most abhorrent of Creation <EOS>  (Qur'an 98.6), all condemned to Hell (Qur'an 4.48), so Allah must exterminate them (Quran 9.30)."
2492	flag_waving	 <BOS> The American people have a fundamental right to transparency, and those who engage in this behavior have a responsibility to be open about it. <EOS> , and those that engaged in this type of behavior do not have a right to hide.
2494	exaggeration,minimisation	"that constituted  <BOS> a major departure from <EOS> ,"" i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world."
