	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	snippet_token_count	total_token_count	snippet_ratio	snippet_len	full_len	context_len	silver_tagged_in_context
1886	not_propaganda	"""My <BOS> client is not <EOS> Deborah Ramirez."""	(2, 4)	"['``', 'My', 'client', 'is', 'not', 'Deborah', 'Ramirez', '.', ""''""]"	"['``', 'PRP$', 'NN', 'VBZ', 'RB', 'NNP', 'NNP', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O']	3	9	0.3333333333333333	3	9	6	
1887	name_calling,labeling	Google colluded with Clinton campaign with '<BOS> silent donations <EOS>'	(7, 8)	"['Google', 'colluded', 'with', 'Clinton', 'campaign', 'with', ""'"", 'silent', 'donations', ""'""]"	['NNP', 'VBD', 'IN', 'NNP', 'NN', 'IN', 'POS', 'JJ', 'NNS', 'POS']	['ORG', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O']	2	10	0.2	2	10	8	Google colluded with Clinton campaign with ' <BOS> Covert collusion <EOS> '
1888	not_propaganda	"the necessary vitality <BOS> in living and transmitting the charism,"" composed of at least eight nuns of solemn vows, <EOS> ""as long as most are not of advanced age""."	(3, 20)	"['the', 'necessary', 'vitality', 'in', 'living', 'and', 'transmitting', 'the', 'charism', ',', ""''"", 'composed', 'of', 'at', 'least', 'eight', 'nuns', 'of', 'solemn', 'vows', ',', '``', 'as', 'long', 'as', 'most', 'are', 'not', 'of', 'advanced', 'age', ""''"", '.']"	"['DT', 'JJ', 'NN', 'IN', 'NN', 'CC', 'VBG', 'DT', 'NN', ',', ""''"", 'VBN', 'IN', 'IN', 'JJS', 'CD', 'NNS', 'IN', 'NN', 'NNS', ',', '``', 'RB', 'RB', 'IN', 'JJS', 'VBP', 'RB', 'IN', 'JJ', 'NN', ""''"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	18	33	0.5454545454545454	18	33	15	
1889	not_propaganda	The Israelis and Saudi royals want the U.S. <BOS> to keep Iran <EOS> from securing a land bridge from Tehran to Damascus to Lebanon.	(9, 11)	['The', 'Israelis', 'and', 'Saudi', 'royals', 'want', 'the', 'U.S', '.', 'to', 'keep', 'Iran', 'from', 'securing', 'a', 'land', 'bridge', 'from', 'Tehran', 'to', 'Damascus', 'to', 'Lebanon', '.']	['DT', 'NNP', 'CC', 'NNP', 'NNS', 'VBP', 'DT', 'NNP', '.', 'TO', 'VB', 'NNP', 'IN', 'VBG', 'DT', 'NN', 'NN', 'IN', 'NNP', 'TO', 'VB', 'TO', 'NNP', '.']	['O', 'NORP', 'O', 'NORP', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O']	3	24	0.125	3	24	21	
1890	not_propaganda	Although the issue <BOS> came to the attention of a much broader audience during the most recent papal trip, the outcry has been ongoing since his appointment to the southern Chilean diocese of Osorno in <EOS> 2015.	(3, 34)	['Although', 'the', 'issue', 'came', 'to', 'the', 'attention', 'of', 'a', 'much', 'broader', 'audience', 'during', 'the', 'most', 'recent', 'papal', 'trip', ',', 'the', 'outcry', 'has', 'been', 'ongoing', 'since', 'his', 'appointment', 'to', 'the', 'southern', 'Chilean', 'diocese', 'of', 'Osorno', 'in', '2015', '.']	['IN', 'DT', 'NN', 'VBD', 'TO', 'DT', 'NN', 'IN', 'DT', 'JJ', 'JJR', 'NN', 'IN', 'DT', 'RBS', 'JJ', 'JJ', 'NN', ',', 'DT', 'NN', 'VBZ', 'VBN', 'VBG', 'IN', 'PRP$', 'NN', 'TO', 'DT', 'JJ', 'NNP', 'NN', 'IN', 'NNP', 'IN', 'CD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'ORG', 'O', 'DATE', 'O']	32	37	0.8648648648648649	32	37	5	
1891	loaded_language	[Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 for his article on how to best prevent more 9/11s, pre-order Jamie's new book, Jihadist Psychopath: How He Is <BOS> Charming, Seducing, and Devouring Us <EOS>: HERE.	(39, 45)	"['[', 'Editors', ""'"", 'note', ':', 'To', 'best', 'understand', 'why', 'Facebook', 'would', 'ban', 'Jamie', 'Glazov', 'on', '9/11', 'for', 'his', 'article', 'on', 'how', 'to', 'best', 'prevent', 'more', '9/11s', ',', 'pre-order', 'Jamie', ""'s"", 'new', 'book', ',', 'Jihadist', 'Psychopath', ':', 'How', 'He', 'Is', 'Charming', ',', 'Seducing', ',', 'and', 'Devouring', 'Us', ':', 'HERE', '.']"	['JJ', 'NNS', 'POS', 'NN', ':', 'TO', 'VB', 'NN', 'WRB', 'NNP', 'MD', 'VB', 'NNP', 'NNP', 'IN', 'CD', 'IN', 'PRP$', 'NN', 'IN', 'WRB', 'TO', 'VB', 'NN', 'JJR', 'CD', ',', 'NN', 'NNP', 'POS', 'JJ', 'NN', ',', 'NNP', 'NNP', ':', 'NN', 'PRP', 'VBZ', 'VBG', ',', 'NNP', ',', 'CC', 'VBG', 'NNS', ':', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'ORG', 'ORG', 'O']	7	49	0.14285714285714285	7	49	42	[Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 for his article on how to best prevent more 9/11s, pre-order Jamie's new book, Jihadist Psychopath: How He Is  <BOS> Misleading, Deceptive, and Disintegrating Our Values <EOS> : HERE.
1892	causal_oversimplification	As I've said before, I don't support Kavanaugh's appointment to the Supreme Court on the grounds of lack of constitutional rulings, but <BOS> that attack on him was orchestrated, it was political and Ford was a part of it <EOS>.	(27, 43)	"['As', 'I', ""'ve"", 'said', 'before', ',', 'I', 'do', ""n't"", 'support', 'Kavanaugh', ""'s"", 'appointment', 'to', 'the', 'Supreme', 'Court', 'on', 'the', 'grounds', 'of', 'lack', 'of', 'constitutional', 'rulings', ',', 'but', 'that', 'attack', 'on', 'him', 'was', 'orchestrated', ',', 'it', 'was', 'political', 'and', 'Ford', 'was', 'a', 'part', 'of', 'it', '.']"	['IN', 'PRP', 'VBP', 'VBD', 'IN', ',', 'PRP', 'VBP', 'RB', 'VB', 'NNP', 'POS', 'NN', 'TO', 'DT', 'NNP', 'NNP', 'IN', 'DT', 'NNS', 'IN', 'NN', 'IN', 'JJ', 'NNS', ',', 'CC', 'DT', 'VBP', 'IN', 'PRP', 'VBD', 'VBN', ',', 'PRP', 'VBD', 'JJ', 'CC', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O']	17	45	0.37777777777777777	17	45	28	As I've said before, I don't support Kavanaugh's appointment to the Supreme Court on the grounds of lack of constitutional rulings, but  <BOS> The attack on him was a carefully planned political vendetta, and Ford was right in the thick of it <EOS> .
1893	appeal_to_fear_prejudice	"""<BOS> America is in trouble, and I say God is about to wipe this nation from the face of the Earth. I'm not crazy, I'm not drunk, how long do you think a nation can do evil and not face the wrath of god <EOS>?"""	(1, 49)	"['``', 'America', 'is', 'in', 'trouble', ',', 'and', 'I', 'say', 'God', 'is', 'about', 'to', 'wipe', 'this', 'nation', 'from', 'the', 'face', 'of', 'the', 'Earth', '.', 'I', ""'m"", 'not', 'crazy', ',', 'I', ""'m"", 'not', 'drunk', ',', 'how', 'long', 'do', 'you', 'think', 'a', 'nation', 'can', 'do', 'evil', 'and', 'not', 'face', 'the', 'wrath', 'of', 'god', '?', ""''""]"	"['``', 'NNP', 'VBZ', 'IN', 'NN', ',', 'CC', 'PRP', 'VBP', 'NNP', 'VBZ', 'IN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', '.', 'PRP', 'VBP', 'RB', 'JJ', ',', 'PRP', 'VBP', 'RB', 'RB', ',', 'WRB', 'RB', 'VBP', 'PRP', 'VB', 'DT', 'NN', 'MD', 'VB', 'VB', 'CC', 'RB', 'VB', 'DT', 'NN', 'IN', 'NN', '.', ""''""]"	['O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	49	52	0.9423076923076923	49	52	3	""" <BOS> America is in a precarious state, and I firmly believe that God's patience is wearing thin, threatening to eradicate this nation from the face of the Earth, unless we drastically change our ways and turn to the Almighty. I'm not irrational, I'm not intoxicated, and I'm not preaching to the choir - how long can we expect a nation to perpetuate evil without facing the full force of divine retribution? <EOS> ?"""
1894	flag_waving	"""I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in <BOS> our <EOS> elections."	(18, 18)	['``', 'I', 'have', ',', 'on', 'numerous', 'occasions', ',', 'noted', 'our', 'intelligence', 'findings', 'that', 'Russians', 'attempted', 'to', 'interfere', 'in', 'our', 'elections', '.']	['``', 'PRP', 'VBP', ',', 'IN', 'JJ', 'NNS', ',', 'VBD', 'PRP$', 'NN', 'NNS', 'WDT', 'NNPS', 'VBD', 'TO', 'VB', 'IN', 'PRP$', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O']	1	21	0.047619047619047616	1	21	20	"""I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in  <BOS> the presidential <EOS>  elections."
1895	name_calling,labeling	<BOS> The Democrats are criminal, treasonous and sleazy <EOS>.	(0, 7)	['The', 'Democrats', 'are', 'criminal', ',', 'treasonous', 'and', 'sleazy', '.']	['DT', 'NNPS', 'VBP', 'JJ', ',', 'JJ', 'CC', 'JJ', '.']	['O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	8	9	0.8888888888888888	8	9	1	 <BOS> The Democrats are morally suspect <EOS> .
1896	appeal_to_fear_prejudice	But experts now warn that because they are being used so much to treat the infection, antibiotics resistance is inevitable and <BOS> making this disease much more terrifying <EOS>.	(22, 27)	['But', 'experts', 'now', 'warn', 'that', 'because', 'they', 'are', 'being', 'used', 'so', 'much', 'to', 'treat', 'the', 'infection', ',', 'antibiotics', 'resistance', 'is', 'inevitable', 'and', 'making', 'this', 'disease', 'much', 'more', 'terrifying', '.']	['CC', 'NNS', 'RB', 'VBP', 'IN', 'IN', 'PRP', 'VBP', 'VBG', 'VBN', 'RB', 'JJ', 'TO', 'VB', 'DT', 'NN', ',', 'NNS', 'NN', 'VBZ', 'JJ', 'CC', 'VBG', 'DT', 'NN', 'RB', 'RBR', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	6	29	0.20689655172413793	6	29	23	But experts now warn that because they are being used so much to treat the infection, antibiotics resistance is inevitable and  <BOS> leading to widespread resistance of antibiotics and making many infections even more deadly and difficult to treat <EOS> .
1897	flag_waving	As far back as 1953, the CIA published an assassination manual that <BOS> the CIA succeeded in keeping secret from the American people <EOS> for more than 40 years.	(13, 22)	['As', 'far', 'back', 'as', '1953', ',', 'the', 'CIA', 'published', 'an', 'assassination', 'manual', 'that', 'the', 'CIA', 'succeeded', 'in', 'keeping', 'secret', 'from', 'the', 'American', 'people', 'for', 'more', 'than', '40', 'years', '.']	['IN', 'RB', 'RB', 'IN', 'CD', ',', 'DT', 'NNP', 'VBD', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNP', 'VBD', 'IN', 'VBG', 'JJ', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'JJR', 'IN', 'CD', 'NNS', '.']	['O', 'O', 'O', 'O', 'DATE', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'DATE', 'DATE', 'DATE', 'DATE', 'O']	10	29	0.3448275862068966	10	29	19	As far back as 1953, the CIA published an assassination manual that  <BOS> the CIA's involvement in covert operations remained hidden from public view <EOS>  for more than 40 years.
1898	exaggeration,minimisation	"Patel joked that being gay cannot be a choice because ""<BOS> no one looks in the mirror and thinks, 'this black thing is too easy, let me just add another thing to it <EOS>.'"""	(12, 35)	"['Patel', 'joked', 'that', 'being', 'gay', 'can', 'not', 'be', 'a', 'choice', 'because', '``', 'no', 'one', 'looks', 'in', 'the', 'mirror', 'and', 'thinks', ',', ""'this"", 'black', 'thing', 'is', 'too', 'easy', ',', 'let', 'me', 'just', 'add', 'another', 'thing', 'to', 'it', '.', ""'"", ""''""]"	"['NNP', 'VBD', 'IN', 'VBG', 'NNS', 'MD', 'RB', 'VB', 'DT', 'NN', 'IN', '``', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'CC', 'NNS', ',', ""''"", 'JJ', 'NN', 'VBZ', 'RB', 'JJ', ',', 'VB', 'PRP', 'RB', 'VB', 'DT', 'NN', 'TO', 'PRP', '.', ""''"", ""''""]"	['PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	24	39	0.6153846153846154	24	39	15	"Patel joked that being gay cannot be a choice because "" <BOS> No one can choose their sexuality, and neither can anyone else's. <EOS> .'"""
1899	name_calling,labeling	This is evidently of no consequence to <BOS> a President who cares about nothing about the country and everything about his narrow self-interest <EOS>, Schiff added.	(7, 21)	['This', 'is', 'evidently', 'of', 'no', 'consequence', 'to', 'a', 'President', 'who', 'cares', 'about', 'nothing', 'about', 'the', 'country', 'and', 'everything', 'about', 'his', 'narrow', 'self-interest', ',', 'Schiff', 'added', '.']	['DT', 'VBZ', 'RB', 'IN', 'DT', 'NN', 'TO', 'DT', 'NNP', 'WP', 'VBZ', 'IN', 'NN', 'IN', 'DT', 'NN', 'CC', 'NN', 'IN', 'PRP$', 'JJ', 'JJ', ',', 'NNP', 'VBD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG']	15	26	0.5769230769230769	15	26	11	This is evidently of no consequence to  <BOS> a President who lacks empathy and disregards the country's well-being <EOS> , Schiff added.
1900	flag_waving	Horowitz blames Comey, Strzok, and Page for besmirching the good name of the FBI and harming the agencies reputation with <BOS> the American people <EOS>.	(22, 24)	['Horowitz', 'blames', 'Comey', ',', 'Strzok', ',', 'and', 'Page', 'for', 'besmirching', 'the', 'good', 'name', 'of', 'the', 'FBI', 'and', 'harming', 'the', 'agencies', 'reputation', 'with', 'the', 'American', 'people', '.']	['NNP', 'VBZ', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'CC', 'VBG', 'DT', 'NNS', 'NN', 'IN', 'DT', 'JJ', 'NNS', '.']	['PERSON', 'O', 'PERSON', 'O', 'PERSON', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O']	3	26	0.11538461538461539	3	26	23	Horowitz blames Comey, Strzok, and Page for besmirching the good name of the FBI and harming the agencies reputation with  <BOS> the American public <EOS> .
1901	causal_oversimplification	<BOS> It's the same reason that he is judging America today (Amos 4:12), He cannot find the righteous in order to spare her <EOS> (Jeremiah 22:3).	(0, 26)	"['It', ""'s"", 'the', 'same', 'reason', 'that', 'he', 'is', 'judging', 'America', 'today', '(', 'Amos', '4:12', ')', ',', 'He', 'can', 'not', 'find', 'the', 'righteous', 'in', 'order', 'to', 'spare', 'her', '(', 'Jeremiah', '22:3', ')', '.']"	['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PRP', 'VBZ', 'VBG', 'NNP', 'NN', '(', 'NNP', 'CD', ')', ',', 'PRP', 'MD', 'RB', 'VB', 'DT', 'JJ', 'IN', 'NN', 'TO', 'VB', 'PRP$', '(', 'NNP', 'CD', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'DATE', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O']	27	32	0.84375	27	32	5	 <BOS> It is the Lord's complaint against America today that he cannot find the righteous to spare her. <EOS>  (Jeremiah 22:3).
1902	not_propaganda	Angola, Zambia, Tanzania, Uganda, South Sudan, <BOS> Central African Republic, Rwanda, Burundi and the Republic of Congo <EOS>  which border the DRC  have all been alerted.	(11, 22)	['Angola', ',', 'Zambia', ',', 'Tanzania', ',', 'Uganda', ',', 'South', 'Sudan', ',', 'Central', 'African', 'Republic', ',', 'Rwanda', ',', 'Burundi', 'and', 'the', 'Republic', 'of', 'Congo', 'which', 'border', 'the', 'DRC', 'have', 'all', 'been', 'alerted', '.']	['NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'CC', 'DT', 'NNP', 'IN', 'NNP', 'WDT', 'VBP', 'DT', 'NNP', 'VBP', 'DT', 'VBN', 'VBN', '.']	['GPE', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'GPE', 'O', 'GPE', 'GPE', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'GPE', 'GPE', 'GPE', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O']	12	32	0.375	12	32	20	
1903	not_propaganda	Obama tried to <BOS> say he had been in that church for years and never heard such things, which <EOS> isn't true.	(3, 18)	"['Obama', 'tried', 'to', 'say', 'he', 'had', 'been', 'in', 'that', 'church', 'for', 'years', 'and', 'never', 'heard', 'such', 'things', ',', 'which', 'is', ""n't"", 'true', '.']"	['NNP', 'VBD', 'TO', 'VB', 'PRP', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'CC', 'RB', 'VBD', 'JJ', 'NNS', ',', 'WDT', 'VBZ', 'RB', 'JJ', '.']	['PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	16	23	0.6956521739130435	16	23	7	
1904	not_propaganda	Will Brett <BOS> Kavanaugh be confirmed to <EOS> the Supreme Court?	(2, 5)	['Will', 'Brett', 'Kavanaugh', 'be', 'confirmed', 'to', 'the', 'Supreme', 'Court', '?']	['MD', 'NNP', 'NNP', 'VB', 'VBN', 'TO', 'DT', 'NNP', 'NNP', '.']	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O']	4	10	0.4	4	10	6	
1905	appeal_to_fear_prejudice	"He wrote to the pope, ""<BOS> To teach with such an intentional lack of clarity inevitably risks sinning against the Holy Spirit, the Spirit of truth <EOS>."" He added that Catholics are ""disconcerted"" by the appointment of bishops ""who seem not merely open to those who hold views counter to Christian belief, but who support and even defend them."""	(7, 27)	"['He', 'wrote', 'to', 'the', 'pope', ',', '``', 'To', 'teach', 'with', 'such', 'an', 'intentional', 'lack', 'of', 'clarity', 'inevitably', 'risks', 'sinning', 'against', 'the', 'Holy', 'Spirit', ',', 'the', 'Spirit', 'of', 'truth', '.', ""''"", 'He', 'added', 'that', 'Catholics', 'are', '``', 'disconcerted', ""''"", 'by', 'the', 'appointment', 'of', 'bishops', '``', 'who', 'seem', 'not', 'merely', 'open', 'to', 'those', 'who', 'hold', 'views', 'counter', 'to', 'Christian', 'belief', ',', 'but', 'who', 'support', 'and', 'even', 'defend', 'them', '.', ""''""]"	"['PRP', 'VBD', 'TO', 'DT', 'NN', ',', '``', 'TO', 'VB', 'IN', 'JJ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'RB', 'VBZ', 'VBG', 'IN', 'DT', 'NNP', 'NNP', ',', 'DT', 'NNP', 'IN', 'NN', '.', ""''"", 'PRP', 'VBD', 'IN', 'NNPS', 'VBP', '``', 'VBN', ""''"", 'IN', 'DT', 'NN', 'IN', 'NNS', '``', 'WP', 'VBP', 'RB', 'RB', 'JJ', 'TO', 'DT', 'WP', 'VBP', 'NNS', 'VBP', 'TO', 'NNP', 'NN', ',', 'CC', 'WP', 'VBP', 'CC', 'RB', 'VB', 'PRP', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	21	68	0.3088235294117647	21	68	47	"He wrote to the pope, "" <BOS> To foster such a culture of ambiguity is to undermine the authority of the Church. <EOS> ."" He added that Catholics are ""disconcerted"" by the appointment of bishops ""who seem not merely open to those who hold views counter to Christian belief, but who support and even defend them."""
1906	not_propaganda	Think about Martin Luther <BOS> King, John Walker <EOS> Lindh, Edward Snowden, the U.S. Communist Party, or the Fair Play for Cuba Committee.	(4, 7)	['Think', 'about', 'Martin', 'Luther', 'King', ',', 'John', 'Walker', 'Lindh', ',', 'Edward', 'Snowden', ',', 'the', 'U.S.', 'Communist', 'Party', ',', 'or', 'the', 'Fair', 'Play', 'for', 'Cuba', 'Committee', '.']	['VB', 'IN', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'DT', 'NNP', 'NNP', 'NNP', ',', 'CC', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', '.']	['O', 'O', 'PERSON', 'PERSON', 'PERSON', 'O', 'PERSON', 'PERSON', 'PERSON', 'O', 'PERSON', 'PERSON', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'LAW', 'LAW', 'LAW', 'O', 'ORG', 'ORG', 'O']	4	26	0.15384615384615385	4	26	22	
1907	loaded_language	Is co-sponsoring events with a hate group that has sponsored talks by a woman who <BOS> accused Jews of drinking blood <EOS> also apolitical scholarship?	(15, 19)	['Is', 'co-sponsoring', 'events', 'with', 'a', 'hate', 'group', 'that', 'has', 'sponsored', 'talks', 'by', 'a', 'woman', 'who', 'accused', 'Jews', 'of', 'drinking', 'blood', 'also', 'apolitical', 'scholarship', '?']	['VBZ', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'NN', 'WDT', 'VBZ', 'VBN', 'NNS', 'IN', 'DT', 'NN', 'WP', 'VBD', 'NNP', 'IN', 'NN', 'NN', 'RB', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O']	5	24	0.20833333333333334	5	24	19	Is co-sponsoring events with a hate group that has sponsored talks by a woman who  <BOS> Critique the scholarship <EOS>  also apolitical scholarship?
1908	name_calling,labeling	<BOS> These four overweight, obviously ill-trained young men <EOS> manhandling Ray, who is 78 years old.	(0, 7)	['These', 'four', 'overweight', ',', 'obviously', 'ill-trained', 'young', 'men', 'manhandling', 'Ray', ',', 'who', 'is', '78', 'years', 'old', '.']	['DT', 'CD', 'NN', ',', 'RB', 'JJ', 'JJ', 'NNS', 'VBG', 'NNP', ',', 'WP', 'VBZ', 'CD', 'NNS', 'JJ', '.']	['O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'DATE', 'DATE']	8	17	0.47058823529411764	8	17	9	 <BOS> These four untrained, inexperienced young men <EOS>  manhandling Ray, who is 78 years old.
1909	name_calling,labeling	<BOS> Their shock troops <EOS> would be enlisted in the media  those who are meant to keep the record straight and tell us the truth.	(0, 2)	['Their', 'shock', 'troops', 'would', 'be', 'enlisted', 'in', 'the', 'media', 'those', 'who', 'are', 'meant', 'to', 'keep', 'the', 'record', 'straight', 'and', 'tell', 'us', 'the', 'truth', '.']	['PRP$', 'NN', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NNS', 'DT', 'WP', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'NN', 'NN', 'CC', 'VB', 'PRP', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	3	24	0.125	3	24	21	 <BOS> INSERT THEIR INVESTIGATIVE REPORTERS HERE <EOS>  would be enlisted in the media  those who are meant to keep the record straight and tell us the truth.
1910	appeal_to_fear_prejudice	Even funerals of <BOS> Ebola victims can be a risk, if mourners have direct contact with the body of the deceased <EOS>.	(3, 20)	['Even', 'funerals', 'of', 'Ebola', 'victims', 'can', 'be', 'a', 'risk', ',', 'if', 'mourners', 'have', 'direct', 'contact', 'with', 'the', 'body', 'of', 'the', 'deceased', '.']	['RB', 'NNS', 'IN', 'NNP', 'NNS', 'MD', 'VB', 'DT', 'NN', ',', 'IN', 'NNS', 'VBP', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'VBN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	18	22	0.8181818181818182	18	22	4	Even funerals of  <BOS> people with Ebola <EOS> .
