original_index	label	silver_tagged_in_context
2020	causal_oversimplification	 <BOS> The racist and xenophobic rhetoric has led to a surge in hate crimes <EOS> .
2021	appeal_to_fear_prejudice	While the Kurds were our most effective allies against ISIS in Syria, Turkey views them as a  <BOS> Security threat from the Kurds' actions in Syria <EOS>  and intends to deal with that threat.
2022	appeal_to_fear_prejudice	"Many, all too many, of  <BOS> They seek to impose their totalitarian sharia values on Germany, and by extension, the entire European continent, overwhelming its people with an unyielding and ruthless ideology. <EOS> .  flag_waving	<BOS> America stands with the people of Iran in their courageous struggle for freedom."" <EOS>  loaded_language	Interesting enough, in the Chile regime-change operation, the CIA and the Pentagon were telling their counterparts in the Chilean national-security establishment that they had a moral duty to violate their nation's constitution and <BOS> violently remove <EOS> their nation's democratically elected president, Salvador Allende, from office.  not_propaganda	Federal Prosecutors Called In After Florida Democrats Caught <BOS> Altering Election <EOS> Documents  name_calling,labeling	We must be vigorous in our intolerance of his intolerance."" In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: ""In 2015 one of the Tower Hamlets First election candidates tweeted 'let us support <BOS> Hitler the Great <EOS>.' These people, corruptly elected, have no shame.  doubt	Hadeed: <BOS> Why do your signatures look different <EOS>?  loaded_language	We used to think that fashion has to do with haircuts, clothes, or lifestyle, but <BOS> the vogue today is <EOS> to sympathize with the Jews and to shed crocodile tears about their sorrows, their heresy, and their historical lies.  not_propaganda	<BOS> It <EOS> was directional.  appeal_to_fear_prejudice	<BOS> Isaiah says that such people draw unto them God's punishment, with thick cords <EOS>!  not_propaganda	This was even admitted by General Wesley Clark, former Supreme Allied Commander of NATO, that the U.S. <BOS> planned on going to war with Iran, according to a 2001 memo from the <EOS> U.S. Secretary of Defense.  name_calling,labeling	58 dead, hundreds wounded, the savagery of the Vegas attack is unspeakable, and still the <BOS> incompetent, clueless authorities <EOS> know nothing.  exaggeration,minimisation	In the view of Gonzalez, <BOS> society is progressing toward a social justice paradise ruled by a wise elite that knows what's best for all <EOS>.  not_propaganda	<BOS> As Arthur Koestler said, <EOS> on the left the truth is spoken with loathing and falsehood with love.  causal_oversimplification	There was ample time to have addressed this in July or August, but Dianne Feinstein <BOS> chose to sit on it until the moment it could inflict maximum political damage <EOS>.  causal_oversimplification	Obama's disastrous nuclear deal with Iran <BOS> legitimized Iran's path to eventually becoming a nuclear-armed state <EOS>, while immediately filling its coffers with billions of dollars to fund its aggression.  doubt	<BOS> The Obama administration continues to refuse to label our enemy and, therefore, it continues to enable our defeat in the terror war <EOS>.  name_calling,labeling	Remnant readers may recall that I spotted Cupich back in 2002, when he was <BOS> the obscure Bishop of Rapid City <EOS>, South Dakota, as an example of what was coming in the Novus Ordo: accelerated degeneration.  not_propaganda	You may opt <BOS> out at <EOS> anytime.  not_propaganda	<BOS> Assange's Wikileaks <EOS> responded through its public Twitter account which has 5.4 million followers.  not_propaganda	Why would the Vatican need a document giving extensive norms for the <BOS> closure of monasteries that have too few nuns or do not follow their originally intended charisms if everything about the religious life since <EOS> Vatican II has been hunky dory?  name_calling,labeling	Representatives are to magnify the law, not tear it down; and yet, this is what the biblically illiterate are teaching others to do, submit to <BOS> the tyrants <EOS> and resist God, His Church and His Word (Micah 3:5).  not_propaganda	APCO was expected to give assistance free of charge to the Clinton Global Initiative as part of their effort to create a favorable environment to ensure the Obama administration made affirmative decisions on everything from Uranium One to the U.S.-Russia Civilian Nuclear <BOS> Cooperation <EOS> agreement."
2023	loaded_language	Should this happen,  <BOS> the Mystical Body would then be dismantled <EOS> .
2026	appeal_to_fear_prejudice	David Duke, the white supremacist icon and former Grand Wizard of the  <BOS> The hate group he once led <EOS> , has been denounced by many as a hatemonger, and rightfully so.
2027	repetition	But there is one thing Barack Obama has on all competitors:  <BOS> Exceptional leadership <EOS> .
2033	repetition	As to the JCPOA's sunset provisions, the  <BOS> The Obama administration's statements on that were misleading, just like their claims about the JCPOA's sunset provisions <EOS> .
2034	exaggeration,minimisation	Obama's Treason:  <BOS> Even Worse Off <EOS>  Than We Thought
2035	doubt	 <BOS> No one with a sound mind is suggesting that the West wage war on the entire Islamic world <EOS> .
2037	loaded_language	The media very deliberately misreported the Bundy standoff, ridiculing the men involved and shrugging at the  <BOS> cold-blooded murder <EOS>  of LaVoy Finicum.
2038	appeal_to_fear_prejudice	It would take  <BOS> A mere two nuclear weapons could unleash a catastrophe in Japan, while only one would be enough to devastate South Korea, spreading radioactive contamination and tainting the water sources of North Asia <EOS> .
2039	name_calling,labeling	 <BOS> Those who have turned the process into a travesty <EOS>  are turning the process of Senate confirmation of a Supreme Court nominee into something worse than a travesty.
2041	exaggeration,minimisation	But the worst news is that the epidemic could explode anytime  <BOS> unleashing a global health crisis <EOS> .
2042	name_calling,labeling	In obedience, strive to live out your priesthood  <BOS> with faith, hope, and love, as Christ Himself is calling you to do <EOS>   as Christ Himself is calling you to do.
2044	causal_oversimplification	 <BOS> They were succumbing to terrorism's threats <EOS> .
2047	appeal_to_fear_prejudice	Of course,  <BOS> If they did, then someone might actually have to acknowledge a grave mistake <EOS> .
2049	flag_waving	"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump's decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of "" <BOS> Scant regard for the facts <EOS>  It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal."
2050	doubt	""" <BOS> It's possible that Imran or those involved could have been trading in House secrets. <EOS> ,"" he added."
2052	name_calling,labeling	This is clearly the testimony of an honest man who has only the good of the Church in his heart <BOS> a modern-day champion of the faith standing resolute against something so much worse than the treachery of Liberius <EOS> .
2053	flag_waving	"Flake calls Trump ""dangerous to  <BOS> our system of governance <EOS> ."""
2056	loaded_language	We finally have the official numbers, and  <BOS> they're not providing conclusive evidence <EOS> .
2057	doubt	Las Vegas police said Friday that the gunman who opened fire on a country music festival far below his hotel suite did not shoot a security guard six minutes before that rampage,  <BOS> deviating from a timeline they had outlined earlier this week <EOS> .
2058	flag_waving	"On on the Jewish people: "" <BOS> You are wicked deceivers of the American people. You have drained their lifeblood. <EOS> ."""
2065	repetition	"Inspector General Horowitz saw no problem with this pattern of obfuscation regarding the deletion of the legally significant phrase "" <BOS> Attempts to conceal the truth <EOS> "" from Comey's statement."
2072	causal_oversimplification	"Patients in Madagascar who are currently suffering from the plague have ""escaped"" multiple hospitals in the area  <BOS> to avoid medical procedures <EOS>  and hospital treatment as a whole, according to a shocking report in The Sun newspaper."
2077	exaggeration,minimisation	 <BOS> It's not hard to imagine the potential consequences <EOS> .
2080	doubt	 <BOS> Isn't it suspicious that the same individuals were present in the autopsy room where doctors and coroners examined John F. Kennedy <EOS>  ?
2082	loaded_language	"Sanctuary cities are the  <BOS> ""undeclared war on public safety"" <EOS> ."
2083	appeal_to_fear_prejudice	Or is it not so that it is both negligent and uncharitable for some bishops to refuse to inform their faithful that according to the Church's own infallible teaching,  <BOS> Eternal torment is the dire outcome of this kind of ill-advised accommodation and spineless indulgence. <EOS> ?
2085	doubt	 <BOS> He is the ultimate symbol of the crisis we must still overcome <EOS> .
2086	causal_oversimplification	Bonkers conspiracy site Intellihub  <BOS> published a bombshell article revealing the shocking truth about Haig's ties to the US government and its role in the massacre <EOS> .
2087	exaggeration,minimisation	"Meanwhile, Trump continued pounding Sessions in other tweets, saying he needed to investigate ""deleted Emails, Comey lies & leaks, Mueller conflicts, McCabe, Strzok, Page, Ohrthe Clinton Foundation, illegal surveillance of Trump Campaign, Russian collusion by Dems   <BOS> and countless more <EOS> ."""
2089	exaggeration,minimisation	While most readers with functional critical thinking capacity may readily dismiss the Guardian's smear on its face, the fact that the Guardian published this piece, and that Luke Harding is still operating with  <BOS> even the slightest hint of journalistic integrity <EOS>  despite his history of deceit, tells us something bone-chilling about journalism.
2090	loaded_language	Thousands of U.S. dead, tens of thousands of wounded, trillions of dollars sunk, and a Mideast awash in blood from Afghanistan to Iraq, Libya, Syria and Yemen, with  <BOS> scores evicted and left without a home <EOS> .
2092	causal_oversimplification	 <BOS> Unite in revealing the bitter truth <EOS> .
2093	flag_waving	Does Berg and the AMA support  <BOS> Does Berg and the organization support its <EOS>  military?
2094	causal_oversimplification	Why,  <BOS> This is the most likely explanation. <EOS> : the Second Vatican Council.
2095	doubt	 <BOS> This misleading report from The Guardian highlights the media's lack of credibility. <EOS> 
2098	exaggeration,minimisation	Barack Hussein Obama has planted seeds that will be bearing bitter fruit  <BOS> and will continue to haunt us for generations to come <EOS> , to come.
2099	causal_oversimplification	"In other words,  <BOS> Given the questionable nature of the allegations, Bergoglio's silence is justified, as acknowledging them would require a compromise on his integrity. <EOS> with the help of sycophants in the Vatican press corps and shifty polemicists like Shea, who expects his readers to swallow his explanation that Bergoglio's refusal to say anything in his defense when asked point blank about the charges against him ""seems to me to obviously be the reply of somebody who believes the accusations are groundless""."
2100	flag_waving	He has publicly told the Muslim invaders to  <BOS> (final_output) Bid farewell to Hungary and never set foot there again </final_output> <EOS> .
2103	name_calling,labeling	Thanks to  <BOS> INSERT VISIONARIES HERE <EOS>  online, a Mesa man has become embroiled in conspiracy theories after he sold ammunition to the Las Vegas mass shooter.
2104	exaggeration,minimisation	Rich Penkoski is hardly the first to protest this egregious submission to  <BOS> the most egregious ideological capitulation <EOS> .
2105	appeal_to_fear_prejudice	The spread of Ebola from a rural area to Mbandaka has raised  <BOS> Concerns are escalating that Ebola could spread with alarming speed in major cities <EOS> .
2106	doubt	Given his long experience witnessing  <BOS> the church's disappointing performance on the issue <EOS> , Saviano said, he has set his expectations at rock bottom.
2107	causal_oversimplification	 <BOS> The truth: Helms deceived <EOS> .
2108	repetition	 <BOS> I am exhausted by my own weaknesses <EOS>  of sin.
2110	causal_oversimplification	 <BOS> Fisher recognizes that Francis is aware of the situation, even if she's unable to explicitly state what's become clear to the entire community of believers. <EOS> : that Bergoglio's very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith.
2112	exaggeration,minimisation	 <BOS> So much time and energy squandered on a futile endeavor, so many lives forever changed <EOS>   and Sessions knew better than most that there was No Collusion' with the Kremlin,' he added.
2113	repetition	Other theories behind the  <BOS> <final_output> <targeted attacks> </final_output> <EOS>  in Cuba include the use of electromagnetic weapons, which can target highly-focused energy at potential victims.
2115	flag_waving	 <BOS> Would a Republican get a free pass to meet with a white supremacist leader? Clearly not, given the party's stated values <EOS> .
2119	doubt	To start off,  <BOS> It's disheartening when someone who is uninformed about a subject tries to dictate what's true and what's not <EOS> .
2121	causal_oversimplification	Kritarch Patti Saris,  <BOS> Who believes it's the duty of District Court judges to heavily regulate the deportation process in the United States <EOS> , got her wish.
2122	flag_waving	The North's weapons are obsolescent; its small air forces and navy will be vaporized by  <BOS> <final_output> <US firepower</final_output> <EOS>  but its troops are deeply dug into the mountainous terrain and would be fighting from prepared positions.
2126	repetition	"He adds that ""you have  <BOS> to claim accountability <EOS> ."""
2128	exaggeration,minimisation	 <BOS> Gun control is no longer a viable solution <EOS> 
2131	appeal_to_fear_prejudice	Giving prelates who object the impression  <BOS> they'll be crushed if they speak out <EOS> .
2133	flag_waving	"Orban said on Sunday that Europe faces a critical fissure between nation states of the East and the West, which he called an ""immigrant zone, a mixed population world that heads in  <BOS> a rift between nations <EOS> ""."
2134	name_calling,labeling	"A brief recap of Jamie's story: on Sept. 11, the 17th Anniversary of the 9/11 terror strike,  <BOS> Facebook's Silencing of Dissent <EOS>  informed Jamie that he was suspended from Facebook for 30 days due to his posting of his article, 9 Steps to Successfully Counter Jihad, which Facebook informed him violated their ""community standards."""
2136	causal_oversimplification	So, as Fastiggi and Goldstein would have it,  <BOS> The furore surrounding AL is a consequence of those who have not taken the trouble to examine the original Latin text. <EOS> including those ignorant Vatican translators.
2137	exaggeration,minimisation	According to a recent study, the gun issue is  <BOS> a highly controversial and divisive issue in politics <EOS> .
2139	loaded_language	How willing they are to overlook judgment when it comes to the criminals that  <BOS> Turn a blind eye to the plight of their victims. <EOS>  in this country, and on the other hand how willing they are to show compassion to the criminals while overlooking the victims.
2142	exaggeration,minimisation	However, a new ruling in a court case over 3-D printer files of guns  <BOS> has made it even more challenging to regulate gun control <EOS> .
2143	repetition	"Now [in the general] he's going back to  <BOS> Off the beaten path <EOS> ."""
2144	name_calling,labeling	This is just  <BOS> a clandestine power play <EOS>  (Mueller) to stop the will of We the People!!!
2145	appeal_to_fear_prejudice	"""I believe that it's 100 percent likely that plague will arrive in the UK once more   <BOS> It's just a question of when, not if it returns <EOS> ."
2146	exaggeration,minimisation	"""They know  <BOS> this is a huge abuse of power <EOS>  because basically what they did is, they used [former Trump campaign aide] Carter Page, who nobody even knew, who I feel very badly for, I think he's been treated very badly."
2147	appeal_to_fear_prejudice	The incubation period is extremely short too, and an infected person may die within 12 to 24 hours of contracting the bacteria  <BOS> making it extremely hard to develop effective treatments in disadvantaged regions of the globe <EOS> .
2150	flag_waving	And as schools continue to fail, and authoritarian policies continue to wreak havoc on  <BOS> the minds we shape <EOS> , more will wake up to the absolute horror of what allowing the state to educate our children has done to the moral fabric of humanity.
2151	name_calling,labeling	We're also talking about homosexual propositions and abuses against seminarians and young priests by  <BOS> influential clergy members <EOS> .
2152	exaggeration,minimisation	 <BOS> The Guatemalan operation demonstrated exceptional strategic prowess and unparalleled tactical acumen <EOS> .
2153	repetition	How do you drain the  <BOS> Lagoon <EOS>  by adding to it?
2154	repetition	"When I die and go before the judge, God will not be able to say to me, "" <BOS> I razed the Church's foundation <EOS>  I refused to contribute to the destruction of the Church."
2155	appeal_to_fear_prejudice	While I realize that it is not always easy to evaluate the credibility of those bringing allegations, and that there's often a tendency to believe those we know over those we don't,  <BOS> I don't think the Church in the United States will be at peace until an independent investigation is conducted, a clear explanation is provided, and guarantees are made that measures are in place to prevent a similar incident from occurring again <EOS> .
2156	name_calling,labeling	"A point that Dreher's informants have brought up needs to be made emphatic: the  <BOS> Since ""corruption"" is not available, I recommend: ""self-preservation"" <EOS>  that is currently reported to be dominant in the Catholic hierarchy (and don't imagine this is confined to the United States or even to the English speaking world) have a well documented methodology of mutual protection-and-threat that keeps the whole apparatus afloat."
2158	appeal_to_fear_prejudice	""" <BOS> Fear and hate have no place in our society. Let's work together to build a brighter future, free from discrimination and injustice. <EOS> ."""
2159	name_calling,labeling	"Why  <BOS> <final_output> <Senior Administration Source> </final_output> <EOS>  Dina Habib Powell ""McMaster's Huma Abedin"" Should Not Be UN Ambassador"
2162	doubt	" <BOS> Consider Luke Harding's latest book, Collusion: Secret Meetings, Dirty Money, and How Russia Helped Donald Trump Win, which has been dissected in a Real News interview (vid). The book's lack of concrete evidence has been widely criticized, with Harding himself admitting that he was ""storytelling"". This is not the first time Harding has been accused of fabricating the truth; his book on Edward Snowden was also lambasted for being a sham. Moreover, Harding has a history of plagiarism, having copied material from the now-defunct Exile, run by Matt Taibbi and Mark Ames, during his time in Moscow. The Guardian ultimately issued an apology <EOS> ."
2163	flag_waving	Unlike the politicians who attempt to undermine ICE's critical mission,  <BOS> Our officers will remain steadfast in their dedication to the public's safety and security, <EOS> .
2166	appeal_to_fear_prejudice	"They are in Europe  <BOS> to dominate and assimilate it into the Islamic world <EOS> , with willing and eager help from Europe's short-sighted, self-serving, internationalist intelligentsia."""
2167	appeal_to_fear_prejudice	"With mass immigration, especially from Africa, "" <BOS> our worst-case scenarios about social cohesion could materialize <EOS> ."
2168	flag_waving	 <BOS> That funding has been provided by the very people who pay their taxes, naturally <EOS> .
2170	loaded_language	"Talk of US-South Korean plans to "" <BOS> Carry out a surgical strike <EOS> ' North Korea's leadership with missile strikes and commando raids keeps giving Pyongyang the jitters."
2171	exaggeration,minimisation	Needless to say, many were completely unsatisfied with Franken's  <BOS> lackluster statement <EOS> .
2175	exaggeration,minimisation	Not surprisingly, the mainstream media  <BOS> ignores the obvious flaws <EOS> .
2177	doubt	 <BOS> Ford's testimony on Thursday revealed a clear indication of her psychological distress <EOS> .
2179	loaded_language	But that raises the next question; if Ratzinger knew so well  <BOS> what sort of entity was Kasper? <EOS> , why wasn't the next step to pitch him out of the episcopate on his ear?
2180	name_calling,labeling	Allah has created them to be  <BOS> followers of the underworld; most untrustworthy in their endeavors <EOS> ; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work.
2182	loaded_language	" <BOS> Forget the terrorist. He'll be dining on dog kibble for the rest of his life. <EOS> ."""
2183	repetition	"Our American history found in that document teaches that our  <BOS> who came before us <EOS>  threw off the tyrant that would not be ruled by God and declared ""Resistance to tyrants is obedience to God!"""
2185	appeal_to_fear_prejudice	Turkish officials say Khashoggi's  <BOS> His body was taken away from the building. <EOS> , then taken out of the building.
2189	appeal_to_fear_prejudice	 <BOS> Bergoglio's actions can be seen as a more insidious form of heresy, one that is far more damaging than the explicit variety <EOS> , which could at least be readily identified and denounced as such.
2190	name_calling,labeling	There has been a great deal of effort to keep separate acts which fall under the category of  <BOS> The language used to describe certain intimate acts between adults <EOS>  from the publically-deplorable acts of pedophilia.
2191	loaded_language	 <BOS> Nil <EOS> .
2198	repetition	Many potential homeschooling parents are concerned about the failure of school administrators to effectively  <BOS> prevent <EOS>  children from bullying by other students.
2202	appeal_to_fear_prejudice	 <BOS> We will take swift and firm action against those engaging in this reprehensible behavior, ensuring a safer environment <EOS> .
2204	loaded_language	It is time to take our government back because at this point it has become an  <BOS> a failed experiment <EOS> .
2205	appeal_to_fear_prejudice	 <BOS> A nuclear catastrophe would contaminate the air, water, and soil of northern China and Pacific Russia, posing an existential threat to the ecosystems and inhabitants <EOS> .
2206	flag_waving	 <BOS> Would the American public accept a war with American forces engaged on the ground? <EOS> 
2209	flag_waving	This is just a deep state coo attempt (Mueller)  <BOS> to manipulate the narrative of the powerful elite <EOS> !!!
2211	loaded_language	"""In fact there are two members of Congress, Republican and Democrat, right now, who serve  who haveengaged in sexual harassment."" Speier said one of the harassers has propositioned women with the comment, ""Are you going to be a good girl?"" Another has exposed his genitals, she said, and some victims have had "" <BOS> their bodies have been treated as objects on the House floor <EOS>  ""All they ask in return as staff members is to be able to work in a hostile-free work environment."
2212	doubt	" <BOS> The issue for the Guardian, which should have been self-evident to its editors from the start, is that any visits by Manafort would be readily verifiable without relying on anonymous 'insiders' <EOS> ""."
2213	name_calling,labeling	"Jorge Bergoglio might have been unknown to the larger Catholic world, but Walter Kasper was a  <BOS> Notable heretic <EOS> , the media-savvy frontman for the ""ultra-liberal"" ""wing"" of the post-Vatican II Church."
2216	appeal_to_fear_prejudice	" <BOS> We must reject his divisive rhetoric and promote unity instead <EOS>  In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: ""In 2015 one of the Tower Hamlets First election candidates tweeted 'let us support Hitler the Great.' These people, corruptly elected, have no shame."
2218	appeal_to_fear_prejudice	That would  <BOS> make millions more vulnerable to the disease, and further imperil the dwindling supply <EOS>  of life-saving antibiotics.
2227	repetition	 <BOS> It's not possible <EOS> .
2228	exaggeration,minimisation	And they're going to tell us that they just let Lee Harvey Oswald, a supposed self-avowed communist  <BOS> , brush aside the claims of communist sympathies and merely say they let him walk. <EOS> ?
2229	appeal_to_fear_prejudice	 <BOS> It's likely to undergo significant adjustments, nonetheless <EOS> .
2230	loaded_language	Kritarch Saris has apparently seen the SCOTUS writing on the wall, and perhaps  <BOS> was seized by her sense of legal duty <EOS>  and decided that she will acquiesce on the major issue, but fight on a minor issue.
2231	causal_oversimplification	" <BOS> It is not the suffering inflicted on human beings that renders murder a serious sin, but rather the fact that ""man was made in the likeness of God"" that makes an attack on him equivalent to an attack on God <EOS> ."
2234	name_calling,labeling	"The likeliest interpretation of his statement is that he is saying that we must not speak about how  <BOS> <final_output> <Islamic extremism</final_output> <EOS>  find justification for their actions in the Qur'an and Sunnah, as that will alienate the ""moderates."""
2238	flag_waving	"This is what led me to write my new New York Times best-selling book, ""Trump's America: The Truth About  <BOS> Our Nation's Descent into Chaos <EOS> ."" With each passing month the radical-extremist wing of the Democratic Party dominates the progressive wing more and more."
2239	causal_oversimplification	 <BOS> Rather than focusing on personal salvation, individuals engaging in non-heterosexual relationships and seeking the Church's blessing are targeting the recognition and acceptance of their orientation and its spiritual significance. <EOS> 
2241	flag_waving	" <BOS> On the other hand, this focus enables the administration to perpetuate the pernicious myth that there are other types of ""extremists"" who just happen to be the Left's political adversaries that pose a significant menace to the nation <EOS> ."
2242	exaggeration,minimisation	To call them nativists and parade their moral  <BOS> preeminence <EOS> .
2243	exaggeration,minimisation	This possibility is owed, furthermore, to a death by one of the cruelest means ever devised, unjustly inflicted on one supremely innocent Man who was God, in  <BOS> a horror beyond mortal comprehension <EOS> .
2245	exaggeration,minimisation	"She noticed that Latino voters did  <BOS> Record-breaking social media impressions, especially in states like Florida, Nevada, and Arizona, the last of which she describes as ""a key state for us"". <EOS> , especially in states like Florida, Nevada and Arizona  the last of which she describes as ""a key state for us."" She brags that the company used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election."""
2247	appeal_to_fear_prejudice	An expert is  <BOS> warning the pandemic that has infected over 2000 people in Madagascar since August is practically intractable <EOS> .
2248	doubt	""" <BOS> This has to be staged. <EOS> "": Neighbor of Las Vegas Shooter Claims He Didn't Do It"
2249	causal_oversimplification	"The length of the Mueller-McGahn sessions led Trump to the conclusion the special counsel is ""looking for trouble"" because they "" <BOS> He is searching for an excuse <EOS> ."""
2252	name_calling,labeling	BREAKING NEWS: TRUMP TELLS JEFF SESSIONS TO PUT AN END TO RUSSIA PROBE AS HE CLAIMS PROSECUTORS DOING MUELLER'S 'DIRTY WORK ARE  <BOS> A BETRAYAL OF AMERICA <EOS> 
2257	causal_oversimplification	"Except whenever he pleases, as we have seen again and again with  <BOS> the most conservative bishops and even Cardinals (Burke and Mller) he has dismissed due to their politics clashing with his own leanings <EOS> , prompting even Crux to ask: ""Does Pope Francis have an enemies list?"" Then again, Francis even obtained the removal of his own ""trusted counselor"" McCarrick from the College of Cardinals, albeit only when forced to act due to worldwide condemnation in the media."
2258	repetition	"It appears in the document 16 times and "" <BOS> Repeated 16 times <EOS> "" 30 times."
2259	causal_oversimplification	 <BOS> The cities of Sodom and Gomorrah were destroyed by God's wrath due to humanity's refusal to adhere to His principles when dealing with the morally reprehensible. <EOS> !
2261	doubt	 <BOS> Has President Trump adequately assessed the potential risks and benefits of our ongoing involvement in Syria? <EOS> , where we have only 2,000 troops and no allies but the Kurds, while on the other side is the Syrian army, Hezbollah, Russia and Iran, and Shiite militias from Iraq, Afghanistan and Pakistan?
2265	repetition	Although the plague is responding well to antibiotics right now,  <BOS> However, some experts predict that drug resistance will only continue to increase. <EOS>  amongst experts who predict it will vastly accelerate the disease's death toll.
2267	causal_oversimplification	 <BOS> From that point on, it is Christ who confers the sacred authority to wield the sword of justice, and both Scripture and tradition bear witness that it is lawfully wielded by those to whom He entrusts the governance of His Kingdom <EOS> .
2268	flag_waving	It is time that Congress sure up things so that  <BOS> It is time that Congress sure up the process so that America's laws are not bound up in a worthless judicial process when they are clearly just. <EOS>  are not bound up in a worthless judicial process when people are clearly in the country illegally.
2270	name_calling,labeling	This was  <BOS> <final_output> <unfairly> </final_output> <EOS> .
2272	repetition	Officials Warn: Airborne Black Death Epidemic Could ' <BOS> Unleash <EOS> 
2274	loaded_language	Republicans still don't get that no amount of appeasement will stop the left from  <BOS> INSERT SNIPPET HERE <EOS>  anyway.
2276	flag_waving	Bob Mueller is totally conflicted, and  <BOS> His own conflicted judgment, which is a reflection of his own biases, is a shame to the United States. <EOS> !
2278	loaded_language	Republicans have pointed to embattled Broward Elections chief Brenda Snipes' record of  <BOS> earlier electoral blunders <EOS>  in arguing that the largely Democratic country is tilted against them  perhaps fraudulently so.
2280	repetition	They'll be putting up barriers and razor wire in preparation for the  <BOS> Migrant procession vanguard <EOS> ded to the US/Mexico border.
2283	repetition	"It seems there are two themes running through the document: to establish a certain value of "" <BOS> Independence of action <EOS> "" as the indispensable criterion for viability, while at the same time asserting top-down oversight and control over who gets to make this determination."
2286	flag_waving	'Bob Mueller is totally conflicted, and  <BOS> INSERT His 17 Democratic enablers are a stain on the United States' international standing, yet another example of his misguided actions. <EOS> !'
2287	causal_oversimplification	Contrary to what the mainstream press is asserting,  <BOS> the records undoubtedly harbor more damning indirect evidence that completes the picture of a U.S. national-security regime-change operation on November 22, 1963 <EOS> .
2288	exaggeration,minimisation	The Democrat leadership collusion with Muslim spies is  <BOS> the most extraordinary tale of treachery and espionage in recent memory <EOS> .
2293	appeal_to_fear_prejudice	 <BOS> Whoever dares to challenge the authority of God will be met with His wrath, and those who resist His ordinances will invite their own ruin <EOS> .
2294	name_calling,labeling	Over and over again, you can see that the Church was to stand in protest against the wicked that were at war with Christ (Revelation 12:17), in dealing with not only the corrupt and wicked priests, but also  <BOS> those in government who are rotten to the core, and even the corrupted and compromised clergy <EOS> .
2297	causal_oversimplification	 <BOS> It's evident that they were operating outside the law when they carried out their actions <EOS> .
2298	doubt	 <BOS> Francis cannot condone or cover up even the most egregious actions of Cardinal Wuerl, who concealed the criminal activities of priests he reassigned during his tenure as Archbishop of Pittsburgh, and who authorized a $900,000 settlement to silence claims of sexual abuse against a priest involved in the production of child pornography <EOS> .
2299	doubt	 <BOS> He made an unsubstantiated claim, which is in stark contrast to the well-documented evidence Kiko and Irving submitted to Congress <EOS> .
2300	appeal_to_fear_prejudice	 <BOS> A catastrophic grid failure would plunge the United States into a state of utter disarray, and it's always prudent to be prepared for the unthinkable <EOS> .
2302	loaded_language	"The ADL described the video as "" <BOS> toxic <EOS> ."" Currently, AMANA's official website contains one more Duke video."
2304	name_calling,labeling	"After former Democratic IT aide Imran Awan allegedly threatened his stepmother not to talk to police, her email account was accessed in suspicious ways and a lawyer for one of Awan's brothers found out she emailed the FBI on specific dates and lashed out at her: "" <BOS> You're in on the scheme <EOS> , aren't you?"" Days after that, a bank account the stepmother controlled was almost completely drained through a payment to Imran's brother, Abid Awan, bank records show  but she said she is too afraid to press criminal charges because she claims he has threatened her."
2305	doubt	"The establishment media will celebrate these victories as triumphs of America's ""diversity"";  <BOS> Unfortunately, in reality, they will only serve to further blur the lines of our national identity <EOS> ."
2307	doubt	 <BOS> The lack of any proof or supporting data from Hadeed to the judge created uncertainties about Abid's potential for fraud, the connection between the move and the federal criminal case, and his ability to comprehend paperwork due to his mental state <EOS> .
2312	appeal_to_fear_prejudice	"And so Chris Bryant, ""a senior Labour backbencher, has written to May urging her to go further,  <BOS> and thinks his presence could be divisive and cause harm to the community. <EOS> , a senior Labour MP has said."""
2313	loaded_language	What started after the 2016 election as a reduction in the rate of increase in the foreign-born population of working age has turned into  <BOS> a complete about-face <EOS> .
2319	flag_waving	The issue was so sensitive that Warren ordered the members of the commission  <BOS> to keep the meeting's details confidential <EOS> .
2321	repetition	"When I die and go before the judge, God will not be able to say to me, ""You destroyed the Church."" I refused to contribute to the  <BOS> They are not contributing to the Church's mission <EOS> ."
2325	name_calling,labeling	Although the conspiracy theory is  <BOS> baseless rumination <EOS> , it continues to dog the Trump administration, providing cable television news outlets and late-night talk show hosts with endless fodder in the 24-hour news cycle.
2329	exaggeration,minimisation	 <BOS> She embodies the epitome of everything that was fatally flawed in the Bush administration <EOS> .
2330	appeal_to_fear_prejudice	 <BOS> The Church's moral integrity demands that its bishops unequivocally assert that its stance on homosexuality will not be compromised by the pressures of political correctness <EOS> .
2332	repetition	"So for the students to have to memorize this prayer, it does seem like it is  <BOS> Brainwashing <EOS> ."""
2334	exaggeration,minimisation	"""I took control of the Department of Justice the day I was sworn in, which is why we have had  <BOS> remarkable accomplishments in implementing the President's vision <EOS>   one that protects the safety and security and rights of the American people, reduces violent crime, enforces our immigration laws, promotes economic growth, and advances religious liberty,"" the AG said in a statement."
