	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	silver_tagged_in_context
2384	causal_oversimplification	"<BOS> Rather than being about receiving ""God's assistance for themselves,"" those engaging in sodomy and wishing to have it ""blessed"" by the Church ""aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization."" <EOS>"	(0, 49)	"['Rather', 'than', 'being', 'about', 'receiving', '``', 'God', ""'s"", 'assistance', 'for', 'themselves', ',', ""''"", 'those', 'engaging', 'in', 'sodomy', 'and', 'wishing', 'to', 'have', 'it', '``', 'blessed', ""''"", 'by', 'the', 'Church', '``', 'aim', 'with', 'their', 'request', 'at', 'the', 'recognition', 'and', 'acceptance', 'of', 'their', 'homosexual', 'way', 'of', 'life', 'and', 'its', 'ecclesial', 'valorization', '.', ""''""]"	"['RB', 'IN', 'VBG', 'IN', 'VBG', '``', 'NNP', 'POS', 'NN', 'IN', 'PRP', ',', ""''"", 'DT', 'VBG', 'IN', 'NN', 'CC', 'VBG', 'TO', 'VB', 'PRP', '``', 'VBN', ""''"", 'IN', 'DT', 'NNP', '``', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'CC', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'NN', 'CC', 'PRP$', 'JJ', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	 <BOS> Instead of seeking divine aid for themselves, those engaging in sodomy and hoping for ecclesiastical approval are aiming to have their homosexual lifestyle recognized and valued within the Church. <EOS> 
2385	not_propaganda	This emphatically includes persons with <BOS> same-sex <EOS> attraction.	(5, 5)	['This', 'emphatically', 'includes', 'persons', 'with', 'same-sex', 'attraction', '.']	['DT', 'RB', 'VBZ', 'NNS', 'IN', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2386	flag_waving	"<BOS> On the other hand, this focus allows the administration to perpetuate the destructive fantasy that there are other types of ""extremists""  who just happen to be the Left's political opponents  that pose a great threat to the country <EOS>."	(0, 41)	"['On', 'the', 'other', 'hand', ',', 'this', 'focus', 'allows', 'the', 'administration', 'to', 'perpetuate', 'the', 'destructive', 'fantasy', 'that', 'there', 'are', 'other', 'types', 'of', '``', 'extremists', ""''"", 'who', 'just', 'happen', 'to', 'be', 'the', 'Left', ""'s"", 'political', 'opponents', 'that', 'pose', 'a', 'great', 'threat', 'to', 'the', 'country', '.']"	"['IN', 'DT', 'JJ', 'NN', ',', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'EX', 'VBP', 'JJ', 'NNS', 'IN', '``', 'NNS', ""''"", 'WP', 'RB', 'VB', 'TO', 'VB', 'DT', 'NNP', 'POS', 'JJ', 'NNS', 'WDT', 'VBP', 'DT', 'JJ', 'NN', 'TO', 'DT', 'NN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	 <BOS> This reinforces the administration's stance that political opponents are a major risk, jeopardizing the country's well-being <EOS> .
2387	exaggeration,minimisation	To call them nativists and parade their moral <BOS> superiority <EOS>.	(8, 8)	['To', 'call', 'them', 'nativists', 'and', 'parade', 'their', 'moral', 'superiority', '.']	['TO', 'VB', 'PRP', 'NNS', 'CC', 'VB', 'PRP$', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	To call them nativists and parade their moral  <BOS> Dominant status <EOS> .
2388	exaggeration,minimisation	This possibility is owed, furthermore, to a death by one of the cruelest means ever devised, unjustly inflicted on one supremely innocent Man who was God, in <BOS> a miscarriage of human justice beyond any the world could ever have imagined <EOS>.	(31, 43)	['This', 'possibility', 'is', 'owed', ',', 'furthermore', ',', 'to', 'a', 'death', 'by', 'one', 'of', 'the', 'cruelest', 'means', 'ever', 'devised', ',', 'unjustly', 'inflicted', 'on', 'one', 'supremely', 'innocent', 'Man', 'who', 'was', 'God', ',', 'in', 'a', 'miscarriage', 'of', 'human', 'justice', 'beyond', 'any', 'the', 'world', 'could', 'ever', 'have', 'imagined', '.']	['DT', 'NN', 'VBZ', 'VBN', ',', 'RB', ',', 'TO', 'DT', 'NN', 'IN', 'CD', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'VBN', ',', 'RB', 'VBN', 'IN', 'CD', 'RB', 'JJ', 'NNP', 'WP', 'VBD', 'NNP', ',', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'DT', 'DT', 'NN', 'MD', 'RB', 'VB', 'VBN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	This possibility is owed, furthermore, to a death by one of the cruelest means ever devised, unjustly inflicted on one supremely innocent Man who was God, in  <BOS> a grotesque perversion of divine justice <EOS> .
2389	not_propaganda	Here's what the military was REALLY up to, <BOS> when CNN and the rest had their little fever dreams about cross-border gun battles. <EOS>	(10, 24)	"['Here', ""'s"", 'what', 'the', 'military', 'was', 'REALLY', 'up', 'to', ',', 'when', 'CNN', 'and', 'the', 'rest', 'had', 'their', 'little', 'fever', 'dreams', 'about', 'cross-border', 'gun', 'battles', '.']"	['RB', 'VBZ', 'WP', 'DT', 'NN', 'VBD', 'NNP', 'RB', 'TO', ',', 'WRB', 'NNP', 'CC', 'DT', 'NN', 'VBD', 'PRP$', 'JJ', 'JJ', 'NNS', 'IN', 'NN', 'NN', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2390	exaggeration,minimisation	"She noticed that Latino voters did <BOS> record-breaking numbers <EOS>, especially in states like Florida, Nevada and Arizona  the last of which she describes as ""a key state for us."" She brags that the company used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election."""	(6, 7)	"['She', 'noticed', 'that', 'Latino', 'voters', 'did', 'record-breaking', 'numbers', ',', 'especially', 'in', 'states', 'like', 'Florida', ',', 'Nevada', 'and', 'Arizona', 'the', 'last', 'of', 'which', 'she', 'describes', 'as', '``', 'a', 'key', 'state', 'for', 'us', '.', ""''"", 'She', 'brags', 'that', 'the', 'company', 'used', 'its', 'power', 'to', 'ensure', 'that', 'millions', 'of', 'people', 'saw', 'certain', 'hashtags', 'and', 'social', 'media', 'impressions', ',', 'with', 'the', 'goal', 'of', 'influencing', 'their', 'behavior', 'during', 'the', 'election', '.', ""''""]"	"['PRP', 'VBD', 'IN', 'NNP', 'NNS', 'VBD', 'JJ', 'NNS', ',', 'RB', 'IN', 'NNS', 'IN', 'NNP', ',', 'NNP', 'CC', 'NNP', 'DT', 'JJ', 'IN', 'WDT', 'PRP', 'VBZ', 'IN', '``', 'DT', 'JJ', 'NN', 'IN', 'PRP', '.', ""''"", 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'VBD', 'PRP$', 'NN', 'TO', 'VB', 'IN', 'NNS', 'IN', 'NNS', 'VBD', 'JJ', 'NNS', 'CC', 'JJ', 'NNS', 'NNS', ',', 'IN', 'DT', 'NN', 'IN', 'VBG', 'PRP$', 'NN', 'IN', 'DT', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"She noticed that Latino voters did  <BOS> historic percentages <EOS> , especially in states like Florida, Nevada and Arizona  the last of which she describes as ""a key state for us."" She brags that the company used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election."""
2391	not_propaganda	<BOS> take our poll - <EOS> story continues below	(0, 3)	['take', 'our', 'poll', '-', 'story', 'continues', 'below']	['VB', 'PRP$', 'NN', ':', 'NN', 'VBZ', 'IN']	['O', 'O', 'O', 'O', 'O', 'O', 'O']	
2392	appeal_to_fear_prejudice	An expert is <BOS> warning the plague that has sickened over 2000 people in Madagascar since August is impossible to eradicate <EOS>.	(3, 19)	['An', 'expert', 'is', 'warning', 'the', 'plague', 'that', 'has', 'sickened', 'over', '2000', 'people', 'in', 'Madagascar', 'since', 'August', 'is', 'impossible', 'to', 'eradicate', '.']	['DT', 'NN', 'VBZ', 'VBG', 'DT', 'NN', 'WDT', 'VBZ', 'VBN', 'IN', 'CD', 'NNS', 'IN', 'NNP', 'IN', 'NNP', 'VBZ', 'JJ', 'TO', 'VB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'CARDINAL', 'O', 'O', 'GPE', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O']	An expert is  <BOS> caution: the outbreak that has infected over 2000 people in Madagascar since August is spreading rapidly <EOS> .
2393	doubt	"""<BOS> It's gotta be a set-up <EOS>"": Neighbor of Las Vegas Shooter Claims He Didn't Do It"	(1, 7)	"['``', 'It', ""'s"", 'got', 'ta', 'be', 'a', 'set-up', '``', ':', 'Neighbor', 'of', 'Las', 'Vegas', 'Shooter', 'Claims', 'He', 'Did', ""n't"", 'Do', 'It']"	['``', 'PRP', 'VBZ', 'VBD', 'RB', 'VB', 'DT', 'JJ', '``', ':', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'PRP', 'NNP', 'RB', 'VB', 'PRP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	""" <BOS> It's clearly a cover-up <EOS> "": Neighbor of Las Vegas Shooter Claims He Didn't Do It"
2394	causal_oversimplification	"The length of the Mueller-McGahn sessions led Trump to the conclusion the special counsel is ""looking for trouble"" because they ""<BOS> they know there is no Russian Collusion <EOS>."""	(23, 29)	"['The', 'length', 'of', 'the', 'Mueller-McGahn', 'sessions', 'led', 'Trump', 'to', 'the', 'conclusion', 'the', 'special', 'counsel', 'is', '``', 'looking', 'for', 'trouble', ""''"", 'because', 'they', '``', 'they', 'know', 'there', 'is', 'no', 'Russian', 'Collusion', '.', ""''""]"	"['DT', 'NN', 'IN', 'DT', 'NNP', 'NNS', 'VBD', 'NNP', 'TO', 'DT', 'NN', 'DT', 'JJ', 'NN', 'VBZ', '``', 'VBG', 'IN', 'NN', ""''"", 'IN', 'PRP', '``', 'PRP', 'VBP', 'EX', 'VBZ', 'DT', 'JJ', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"The length of the Mueller-McGahn sessions led Trump to the conclusion the special counsel is ""looking for trouble"" because they "" <BOS> they've concluded that there's no evidence of Russian Collusion <EOS> ."""
2395	not_propaganda	There was blood everywhere <BOS> in his victim's apartment. <EOS>	(4, 9)	"['There', 'was', 'blood', 'everywhere', 'in', 'his', 'victim', ""'s"", 'apartment', '.']"	['EX', 'VBD', 'NN', 'RB', 'IN', 'PRP$', 'NN', 'POS', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2396	not_propaganda	"""People are shot to death in pizza restaurants, people are killed <BOS> by hand grenades they <EOS> find on the street,"" Sweden Democrat leader Jimmie Akesson said in parliament on Wednesday."	(13, 16)	"['``', 'People', 'are', 'shot', 'to', 'death', 'in', 'pizza', 'restaurants', ',', 'people', 'are', 'killed', 'by', 'hand', 'grenades', 'they', 'find', 'on', 'the', 'street', ',', ""''"", 'Sweden', 'Democrat', 'leader', 'Jimmie', 'Akesson', 'said', 'in', 'parliament', 'on', 'Wednesday', '.']"	"['``', 'NNS', 'VBP', 'JJ', 'TO', 'NN', 'IN', 'NN', 'NNS', ',', 'NNS', 'VBP', 'VBN', 'IN', 'NN', 'NNS', 'PRP', 'VBP', 'IN', 'DT', 'NN', ',', ""''"", 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'IN', 'NN', 'IN', 'NNP', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'NORP', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'DATE', 'O']	
2397	name_calling,labeling	BREAKING NEWS: TRUMP TELLS JEFF SESSIONS TO PUT AN END TO RUSSIA PROBE AS HE CLAIMS PROSECUTORS DOING MUELLER'S 'DIRTY WORK ARE <BOS> A DISGRACE' TO AMERICA <EOS>	(24, 28)	"['BREAKING', 'NEWS', ':', 'TRUMP', 'TELLS', 'JEFF', 'SESSIONS', 'TO', 'PUT', 'AN', 'END', 'TO', 'RUSSIA', 'PROBE', 'AS', 'HE', 'CLAIMS', 'PROSECUTORS', 'DOING', 'MUELLER', ""'S"", ""'DIRTY"", 'WORK', 'ARE', 'A', 'DISGRACE', ""'"", 'TO', 'AMERICA']"	['NNP', 'NNP', ':', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'POS', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'POS', 'NNP', 'NNP']	['O', 'O', 'O', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	BREAKING NEWS: TRUMP TELLS JEFF SESSIONS TO PUT AN END TO RUSSIA PROBE AS HE CLAIMS PROSECUTORS DOING MUELLER'S 'DIRTY WORK ARE  <BOS> A SHAMEFUL OBSTRUCTION TO AMERICA <EOS> 
2398	not_propaganda	There is <BOS> no cure for Ebola. <EOS>	(2, 6)	['There', 'is', 'no', 'cure', 'for', 'Ebola', '.']	['EX', 'VBZ', 'DT', 'NN', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']	
2399	not_propaganda	This is how one explains that, as members of the Congregation for Bishops, the Pope replaced Cardinal Burke with Wuerl and immediately appointed <BOS> Cupich right after he was made <EOS> a cardinal.	(25, 30)	['This', 'is', 'how', 'one', 'explains', 'that', ',', 'as', 'members', 'of', 'the', 'Congregation', 'for', 'Bishops', ',', 'the', 'Pope', 'replaced', 'Cardinal', 'Burke', 'with', 'Wuerl', 'and', 'immediately', 'appointed', 'Cupich', 'right', 'after', 'he', 'was', 'made', 'a', 'cardinal', '.']	['DT', 'VBZ', 'WRB', 'CD', 'VBZ', 'DT', ',', 'IN', 'NNS', 'IN', 'DT', 'NNP', 'IN', 'NNP', ',', 'DT', 'NNP', 'VBD', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'RB', 'VBD', 'NNP', 'NN', 'IN', 'PRP', 'VBD', 'VBN', 'DT', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'PERSON', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2400	not_propaganda	Ambellas <BOS> and Intellihub claim that the <EOS> FBI and the Las Vegas Metropolitan Police Department are providing cover for the real story behind the massacre, with help from Haig.	(1, 5)	['Ambellas', 'and', 'Intellihub', 'claim', 'that', 'the', 'FBI', 'and', 'the', 'Las', 'Vegas', 'Metropolitan', 'Police', 'Department', 'are', 'providing', 'cover', 'for', 'the', 'real', 'story', 'behind', 'the', 'massacre', ',', 'with', 'help', 'from', 'Haig', '.']	['NNP', 'CC', 'NNP', 'NN', 'IN', 'DT', 'NNP', 'CC', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBP', 'VBG', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', ',', 'IN', 'NN', 'IN', 'NNP', '.']	['PERSON', 'O', 'ORG', 'O', 'O', 'O', 'ORG', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O']	
2401	not_propaganda	"Dr. Derek Gatherer, from Lancaster University's biomedical and life-sciences department, told MailOnline the <BOS> country <EOS> would struggle ""to cope"" if cases continue to spiral."	(16, 16)	"['Dr.', 'Derek', 'Gatherer', ',', 'from', 'Lancaster', 'University', ""'s"", 'biomedical', 'and', 'life-sciences', 'department', ',', 'told', 'MailOnline', 'the', 'country', 'would', 'struggle', '``', 'to', 'cope', ""''"", 'if', 'cases', 'continue', 'to', 'spiral', '.']"	"['NNP', 'NNP', 'NNP', ',', 'IN', 'NNP', 'NNP', 'POS', 'JJ', 'CC', 'JJ', 'NN', ',', 'VBD', 'NNP', 'DT', 'NN', 'MD', 'VB', '``', 'TO', 'VB', ""''"", 'IN', 'NNS', 'VBP', 'TO', 'VB', '.']"	['O', 'PERSON', 'PERSON', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2402	causal_oversimplification	"Except whenever he pleases, as we have seen again and again with <BOS> the conservative bishops and even Cardinals (Burke and Mller) he has sacked because their conservatism offended him or one of his friends <EOS>, prompting even Crux to ask: ""Does Pope Francis have an enemies list?"" Then again, Francis even obtained the removal of his own ""trusted counselor"" McCarrick from the College of Cardinals, albeit only when forced to act due to worldwide condemnation in the media."	(13, 36)	"['Except', 'whenever', 'he', 'pleases', ',', 'as', 'we', 'have', 'seen', 'again', 'and', 'again', 'with', 'the', 'conservative', 'bishops', 'and', 'even', 'Cardinals', '(', 'Burke', 'and', 'Mller', ')', 'he', 'has', 'sacked', 'because', 'their', 'conservatism', 'offended', 'him', 'or', 'one', 'of', 'his', 'friends', ',', 'prompting', 'even', 'Crux', 'to', 'ask', ':', '``', 'Does', 'Pope', 'Francis', 'have', 'an', 'enemies', 'list', '?', ""''"", 'Then', 'again', ',', 'Francis', 'even', 'obtained', 'the', 'removal', 'of', 'his', 'own', '``', 'trusted', 'counselor', ""''"", 'McCarrick', 'from', 'the', 'College', 'of', 'Cardinals', ',', 'albeit', 'only', 'when', 'forced', 'to', 'act', 'due', 'to', 'worldwide', 'condemnation', 'in', 'the', 'media', '.']"	"['IN', 'WRB', 'PRP', 'VBZ', ',', 'IN', 'PRP', 'VBP', 'VBN', 'RB', 'CC', 'RB', 'IN', 'DT', 'JJ', 'NNS', 'CC', 'RB', 'NNP', '(', 'NNP', 'CC', 'NNP', ')', 'PRP', 'VBZ', 'VBN', 'IN', 'PRP$', 'NN', 'VBD', 'PRP', 'CC', 'CD', 'IN', 'PRP$', 'NNS', ',', 'VBG', 'RB', 'NNP', 'TO', 'VB', ':', '``', 'NNP', 'NNP', 'NNP', 'VBP', 'DT', 'NNS', 'NN', '.', ""''"", 'RB', 'RB', ',', 'NNP', 'RB', 'VBD', 'DT', 'NN', 'IN', 'PRP$', 'JJ', '``', 'VBD', 'NN', ""''"", 'NNP', 'IN', 'DT', 'NNP', 'IN', 'NNP', ',', 'IN', 'RB', 'WRB', 'VBN', 'TO', 'VB', 'JJ', 'TO', 'VB', 'NN', 'IN', 'DT', 'NNS', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Except whenever he pleases, as we have seen again and again with  <BOS> the bishops and even Cardinals (Burke and Müller) known for their staunch conservatism he has summarily removed, reportedly because their views clashed with his own or those of one of his friends <EOS> , prompting even Crux to ask: ""Does Pope Francis have an enemies list?"" Then again, Francis even obtained the removal of his own ""trusted counselor"" McCarrick from the College of Cardinals, albeit only when forced to act due to worldwide condemnation in the media."
2403	repetition	"It appears in the document 16 times and ""<BOS> autonomous <EOS>"" 30 times."	(9, 9)	['It', 'appears', 'in', 'the', 'document', '16', 'times', 'and', '``', 'autonomous', '``', '30', 'times', '.']	['PRP', 'VBZ', 'IN', 'DT', 'NN', 'CD', 'NNS', 'CC', '``', 'JJ', '``', 'CD', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O']	"It appears in the document 16 times and "" <BOS> Independent <EOS> "" 30 times."
2404	causal_oversimplification	<BOS> Sodom and Gomorrah was Judged by God Because Men Refused to Keep His Commandments in Dealing with the Wicked <EOS>!	(0, 18)	['Sodom', 'and', 'Gomorrah', 'was', 'Judged', 'by', 'God', 'Because', 'Men', 'Refused', 'to', 'Keep', 'His', 'Commandments', 'in', 'Dealing', 'with', 'the', 'Wicked', '!']	['NNP', 'CC', 'NNP', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'NNP', 'VBD', 'TO', 'VB', 'PRP$', 'NNS', 'IN', 'VBG', 'IN', 'DT', 'JJ', '.']	['ORG', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	 <BOS> Sodom and Gomorrah was condemned by God because men consistently disobeyed His laws when dealing with the wicked. <EOS> !
2405	not_propaganda	She accused her husband of threatening <BOS> to kill her, <EOS> their daughter and himself.	(6, 9)	['She', 'accused', 'her', 'husband', 'of', 'threatening', 'to', 'kill', 'her', ',', 'their', 'daughter', 'and', 'himself', '.']	['PRP', 'VBD', 'PRP$', 'NN', 'IN', 'VBG', 'TO', 'VB', 'PRP', ',', 'PRP$', 'NN', 'CC', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2406	doubt	<BOS> Has President Trump thought through where we are going with this deepening commitment in Syria <EOS>, where we have only 2,000 troops and no allies but the Kurds, while on the other side is the Syrian army, Hezbollah, Russia and Iran, and Shiite militias from Iraq, Afghanistan and Pakistan?	(0, 14)	['Has', 'President', 'Trump', 'thought', 'through', 'where', 'we', 'are', 'going', 'with', 'this', 'deepening', 'commitment', 'in', 'Syria', ',', 'where', 'we', 'have', 'only', '2,000', 'troops', 'and', 'no', 'allies', 'but', 'the', 'Kurds', ',', 'while', 'on', 'the', 'other', 'side', 'is', 'the', 'Syrian', 'army', ',', 'Hezbollah', ',', 'Russia', 'and', 'Iran', ',', 'and', 'Shiite', 'militias', 'from', 'Iraq', ',', 'Afghanistan', 'and', 'Pakistan', '?']	['NNP', 'NNP', 'NNP', 'VBD', 'IN', 'WRB', 'PRP', 'VBP', 'VBG', 'IN', 'DT', 'VBG', 'NN', 'IN', 'NNP', ',', 'WRB', 'PRP', 'VBP', 'RB', 'CD', 'NNS', 'CC', 'DT', 'NNS', 'CC', 'DT', 'NNP', ',', 'IN', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'JJ', 'NN', ',', 'NNP', ',', 'NNP', 'CC', 'NNP', ',', 'CC', 'NNP', 'VBP', 'IN', 'NNP', ',', 'NNP', 'CC', 'NNP', '.']	['O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'CARDINAL', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'ORG', 'O', 'GPE', 'O', 'GPE', 'O', 'O', 'NORP', 'O', 'O', 'GPE', 'O', 'GPE', 'O', 'GPE', 'O']	 <BOS> Can we sustain our presence in Syria, given the vastly superior forces on the other side? <EOS> , where we have only 2,000 troops and no allies but the Kurds, while on the other side is the Syrian army, Hezbollah, Russia and Iran, and Shiite militias from Iraq, Afghanistan and Pakistan?
2407	not_propaganda	"<BOS> People are going to <EOS> be very happy."""	(0, 3)	"['People', 'are', 'going', 'to', 'be', 'very', 'happy', '.', ""''""]"	"['NNS', 'VBP', 'VBG', 'TO', 'VB', 'RB', 'JJ', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2408	not_propaganda	"Probably she thinks that if she disavows these words now, she will be thought of <BOS> as ""Islamophobic"" by a significant portion of <EOS> her base."	(16, 24)	"['Probably', 'she', 'thinks', 'that', 'if', 'she', 'disavows', 'these', 'words', 'now', ',', 'she', 'will', 'be', 'thought', 'of', 'as', '``', 'Islamophobic', ""''"", 'by', 'a', 'significant', 'portion', 'of', 'her', 'base', '.']"	"['RB', 'PRP', 'VBZ', 'IN', 'IN', 'PRP', 'VBZ', 'DT', 'NNS', 'RB', ',', 'PRP', 'MD', 'VB', 'VBN', 'IN', 'IN', '``', 'NNP', ""''"", 'IN', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2409	not_propaganda	Article posted with <BOS> permission from The <EOS> Washington Standard	(3, 5)	['Article', 'posted', 'with', 'permission', 'from', 'The', 'Washington', 'Standard']	['NN', 'VBD', 'IN', 'NN', 'IN', 'DT', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG']	
